sentence	change_type	ambig_status
The man saw the artist with the telescope.	obj_synonym	1
The man saw the explorer with the telescope.	obj_synonym	1
The boy saw the girl with the telescope.	all_synonym	1
The artist saw the king with the binoculars.	all_synonym	1
The teacher saw the student with the phone.	all_synonym	1
Alex saw Jenny with the camera.	all_synonym	1
John saw Mary with the spyglass.	all_synonym	1
Jenny saw Alex with the camera.	all_synonym	1
The king saw the queen with the telescope.	all_synonym	1
The scientist saw the artist with the telescope.	all_synonym	1
The biologist saw the student with the telescope.	all_synonym	1
The chemist saw the student with the microscope.	all_synonym	1
The hunter saw the queen with the binoculars.	all_synonym	1
The boy saw the girl with the telescope.	all_synonym	1
The girl saw the queen with the camera.	all_synonym	1
The girl saw the boy with the camera.	all_synonym	1
The detective saw the king with the spyglass.	all_synonym	1
The boy saw the detective with the spyglass.	all_synonym	1
The student saw the teacher with the phone.	all_synonym	1
The boy saw the detective with the monoscope.	all_synonym	1
The boy saw the girl with the glasses.	all_synonym	1
Alex saw the king with the glasses.	all_synonym	1
She fed her cat food.	original	1
She fed her cat food.	inverse_object	1
She fed her cat food.	subj_synonym	1
The girl fed her cat food.	subj_synonym	1
The woman fed her cat food.	subj_synonym	1
The mother fed her cat food.	subj_synonym	1
Mary fed her cat food.	subj_synonym	1
Amalie fed her cat food.	subj_synonym	1
The nurse fed her cat food.	subj_synonym	1
The singer fed her cat food.	subj_synonym	1
The detective fed her cat food.	subj_synonym	1
The child fed her cat food.	subj_synonym	1
The scientist fed her cat food.	subj_synonym	1
The teacher fed her cat food.	subj_synonym	1
The student fed her cat food.	subj_synonym	1
The astronaut fed her cat food.	subj_synonym	1
The hero fed her cat food.	subj_synonym	1
Jodephine fed her cat food.	subj_synonym	1
Helen fed her cat food.	subj_synonym	1
The teen fed her cat food.	subj_synonym	1
The mother fed her cat food.	subj_synonym	1
The artist fed her cat food.	subj_synonym	1
She fed her rat food.	obj_synonym	1
She fed her dog food.	obj_synonym	1
She fed her horse food.	obj_synonym	1
She fed her fish food.	obj_synonym	1
She fed her duck food.	obj_synonym	1
She fed her pig food.	obj_synonym	1
She fed her rabbit food.	obj_synonym	1
She fed her chicken food.	obj_synonym	1
She fed her kitten food.	obj_synonym	1
She fed her puppy food.	obj_synonym	1
She fed her hen food.	obj_synonym	1
She fed her monkey food.	obj_synonym	1
She fed her turtle food.	obj_synonym	1
She fed her parrot food.	obj_synonym	1
She fed her bird food.	obj_synonym	1
She fed her hamster food.	obj_synonym	1
She fed her ferret food.	obj_synonym	1
She fed her lizard food.	obj_synonym	1
She fed her puppy food.	obj_synonym	1
She fed her snake food.	obj_synonym	1
Helen fed her dog food.	all_synonym	1
Mary fed her dog food.	all_synonym	1
Anna fed her rabbit food.	all_synonym	1
Mary fed her rabbit food.	all_synonym	1
Josephine fed her rabbit food.	all_synonym	1
The queen fed her rabbit food.	all_synonym	1
The queen fed her dog food.	all_synonym	1
The artist fed her duck food.	all_synonym	1
The queen fed her rabbit food.	all_synonym	1
The queen fed her turtle food.	all_synonym	1
The queen fed her hamster food.	all_synonym	1
The lady fed her rabbit food.	all_synonym	1
The mother fed her rabbit food.	all_synonym	1
The mother fed her dog food.	all_synonym	1
The woman fed her dog food.	all_synonym	1
The woman fed her hamster food.	all_synonym	1
The princess fed her duck food.	all_synonym	1
The princess fed her dog food.	all_synonym	1
The princess fed her rabbit food.	all_synonym	1
The artist fed her rabbit food.	all_synonym	1
Harry loves his pet turtle more than his wife.	original	1
His pet turtle loves Harry more than his wife.	inverse_object	1
Harry loves his pet turtle more than his son.	pp_synonym	1
Harry loves his pet turtle more than his daughter.	pp_synonym	1
Harry loves his turtle more than his mother.	pp_synonym	1
Harry loves his pet turtle more than his neighbour.	pp_synonym	1
Harry loves his pet turtle more than his husband.	pp_synonym	1
Harry loves his pet turtle more than his student.	pp_synonym	1
Harry loves his pet turtle more than his father.	pp_synonym	1
Harry loves his pet turtle more than his partner.	pp_synonym	1
Harry loves his pet turtle more than his friend.	pp_synonym	1
Harry loves his pet turtle more than his spouse.	pp_synonym	1
John loves his pet turtle more than his wife.	subj_synonym	1
Bill loves his pet turtle more than his wife.	subj_synonym	1
Thomas loves his pet turtle more than his wife.	subj_synonym	1
Marry loves her pet turtle more than her wife.	subj_synonym	1
Dad loves his pet turtle more than his wife.	subj_synonym	1
The scientist loves his pet turtle more than his wife.	subj_synonym	1
The smart loves his pet turtle more than his wife.	subj_synonym	1
The fool loves his pet turtle more than his wife.	subj_synonym	1
The doctor loves his pet turtle more than his wife.	subj_synonym	1
Tom loves his pet turtle more than his wife.	subj_synonym	1
Stephan loves his pet turtle more than his wife.	subj_synonym	1
The man loves his pet turtle more than his wife.	subj_synonym	1
The husband loves his pet turtle more than his wife.	subj_synonym	1
The king loves his pet turtle more than his wife.	subj_synonym	1
The guy loves his pet turtle more than his wife.	subj_synonym	1
Helen loves her pet turtle more than her wife.	subj_synonym	1
The queen loves her pet turtle more than her wife.	subj_synonym	1
The teacher loves his pet turtle more than his wife.	subj_synonym	1
The detective loves his pet turtle more than his wife.	subj_synonym	1
The astronaut loves his pet turtle more than his wife.	subj_synonym	1
Harry loves his pet tortoise more than his wife.	obj_synonym	1
Harry loves his pet terrapin more than his wife.	obj_synonym	1
Harry loves his chelonian pet more than his wife.	obj_synonym	1
Harry loves his chelonian companion more than his wife.	obj_synonym	1
Harry loves his dog more than his wife.	obj_synonym	1
Harry loves his goat more than his wife.	obj_synonym	1
Harry loves his ferret more than his wife.	obj_synonym	1
Harry loves his horse more than his wife.	obj_synonym	1
Harry loves his cat more than his wife.	obj_synonym	1
Harry loves his rabbit more than his wife.	obj_synonym	1
Harry loves his parrot more than his wife.	obj_synonym	1
Harry loves his hamster more than his wife.	obj_synonym	1
Harry loves his fish more than his wife.	obj_synonym	1
Harry loves his bird more than his wife.	obj_synonym	1
Harry loves his lizard more than his wife.	obj_synonym	1
Harry loves his snake more than his wife.	obj_synonym	1
Harry loves his guinea pig more than his wife.	obj_synonym	1
Harry loves his turtle more than his wife.	obj_synonym	1
Harry loves his chinchilla more than his wife.	obj_synonym	1
Harry loves his hedgehog more than his wife.	obj_synonym	1
Helen loves her pet turtle more than her husband.	all_synonym	1
Antonia loves her pet turtle more than her husband.	all_synonym	1
Rose loves her pet turtle more than her husband.	all_synonym	1
My cousin loves her pet turtle more than her husband.	all_synonym	1
Mom loves her pet turtle more than her husband.	all_synonym	1
John loves her pet turtle more than his husband.	all_synonym	1
Mom loves her pet turtle more than her husband.	all_synonym	1
The scientist loves her pet turtle more than her husband.	all_synonym	1
He loves his pet dog more than his sister.	all_synonym	1
The nurse loves her pet turtle more than her husband.	all_synonym	1
Tom loves his pet turtle more than his husband.	all_synonym	1
The king loves his pet cat more than his sister.	all_synonym	1
The man loves his pet tortoise more than his brother.	all_synonym	1
Constanza loves her pet dog more than her mother.	all_synonym	1
She loves her pet turtle more than her husband.	all_synonym	1
The artist loves her pet turtle more than her husband.	all_synonym	1
The student loves her pet turtle more than her teacher.	all_synonym	1
She loves her pet hamster more than her partner.	all_synonym	1
The scientist loves his watch more than his wife.	all_synonym	1
The scientist loves his telescope more than his wife.	all_synonym	1
The captain ordered the old men and women of the ship.	original	1
The captain ordered the old men and women of the boat	pp_synonym	1
The captain ordered the old men and women of the phone	pp_synonym	1
The captain ordered the old men and women of the road	pp_synonym	1
The captain ordered the old men and women of the table	pp_synonym	1
The captain ordered the old men and women of the hook	pp_synonym	1
The captain ordered the old men and women of the country	pp_synonym	1
The captain ordered the old men and women of the cruiseship	pp_synonym	1
The captain ordered the old men and women of the room	pp_synonym	1
The captain ordered the old men and women of the vessel	pp_synonym	1
The captain ordered the old men and women of the watercraft	pp_synonym	1
The soldier ordered the old men and women of the boat	subj_synonym	1
The skipper ordered the old men and women of the boat	subj_synonym	1
The commander ordered the old men and women of the boat	subj_synonym	1
The leader ordered the old men and women of the boat	subj_synonym	1
The driver ordered the old men and women of the boat	subj_synonym	1
The chieftain ordered the old men and women of the boat	subj_synonym	1
The pilot ordered the old men and women of the boat	subj_synonym	1
The sailor ordered the old men and women of the boat	subj_synonym	1
The guy ordered the old men and women of the boat	subj_synonym	1
The crew member ordered the old men and women of the boat	subj_synonym	1
The seaman ordered the old men and women of the boat	subj_synonym	1
The seafarer ordered the old men and women of the boat	subj_synonym	1
The mariner ordered the old men and women of the boat	subj_synonym	1
The yachtsman ordered the old men and women of the boat	subj_synonym	1
The yachtswoman ordered the old men and women of the boat	subj_synonym	1
The pirate ordered the old men and women of the boat	subj_synonym	1
The sea dog ordered the old men and women of the boat	subj_synonym	1
The magister navis ordered the old men and women of the boat	subj_synonym	1
The shipmaster ordered the old men and women of the boat	subj_synonym	1
The admiral ordered the old men and women of the boat	subj_synonym	1
The captain ordered the old males and women of the ship	obj_synonym	1
The captain ordered the old men and ladies of the ship	obj_synonym	1
The captain ordered the old males and females of the ship	obj_synonym	1
The captain ordered the old kings and queens of the ship	obj_synonym	1
The captain ordered the old guys and girls of the ship	obj_synonym	1
The captain ordered the old fathers and mothers of the ship	obj_synonym	1
The captain ordered the old boys and girls of the ship	obj_synonym	1
The captain ordered the old candles and pots of the ship	obj_synonym	1
The captain ordered the old horses and sheep of the ship	obj_synonym	1
The captain ordered the old bats and rats of the ship	obj_synonym	1
The captain ordered the old tables and chairs of the ship	obj_synonym	1
The captain ordered the old dogs and cats of the ship	obj_synonym	1
The captain ordered the old monkeys and horses of the ship	obj_synonym	1
The captain ordered the old cows and sheep of the ship	obj_synonym	1
The captain ordered the old plants and food of the ship	obj_synonym	1
The captain ordered the old cheese and milk of the ship	obj_synonym	1
The captain ordered the old apples and oranges of the ship	obj_synonym	1
The captain ordered the old drinks and water of the ship	obj_synonym	1
The captain ordered the old clothes and armors of the ship	obj_synonym	1
The skipper ordered the old males and females of the ship	all_synonym	1
The soldier ordered the old fathers and mothers of the country	all_synonym	1
John ordered the old males and females of the road	all_synonym	1
The soldier ordered the old fathers and mothers of the ship	all_synonym	1
The skipper ordered the old men and women of the boat	all_synonym	1
The commander ordered the old men and women of the boat	all_synonym	1
The leader ordered the old men and women of the boat	all_synonym	1
The driver ordered the old men and women of the boat	all_synonym	1
The chieftain ordered the old kings and queens of the boat	all_synonym	1
The pilot ordered the old men and women of the road	all_synonym	1
The sailor ordered the old men and women of the vessel	all_synonym	1
The guy ordered the old men and women of the cruise	all_synonym	1
The crew member ordered the old men and women of the table	all_synonym	1
The sea dog ordered the old men and women of the boat	all_synonym	1
The magister navis ordered the old fathers and mothers of the ship	all_synonym	1
The shipmaster ordered the old cats and dog of the boat	all_synonym	1
The admiral ordered the old men and women of the boat	all_synonym	1
The magister navis ordered the old fathers and mothers of the ship	all_synonym	1
The shipmaster ordered the old cats and dog of the boat	all_synonym	1
The admiral ordered the old men and women of the boat	all_synonym	1
I saw a dog in my pyjamas	original	1
A dog I saw in my pyjamas	inverse_object	1
I saw a dog in my sleepers	pp_synonym	1
I saw a dog in my nightwear	pp_synonym	1
I saw a dog in my jammies	pp_synonym	1
I saw a dog in my jams	pp_synonym	1
I saw a dog in my pjs	pp_synonym	1
I saw a dog in my shoes	pp_synonym	1
I saw a dog in my dress	pp_synonym	1
I saw a dog in my socks	pp_synonym	1
I saw a dog in my coat	pp_synonym	1
I saw a dog in my nightshirt	pp_synonym	1
You saw a dog in my pyjamas	subj_synonym	1
He saw a dog in my pyjamas	subj_synonym	1
She saw a dog in my pyjamas	subj_synonym	1
We saw a dog in my pyjamas	subj_synonym	1
They saw a dog in my pyjamas	subj_synonym	1
John saw a dog in my pyjamas	subj_synonym	1
George saw a dog in my pyjamas	subj_synonym	1
Alex saw a dog in my pyjamas	subj_synonym	1
Marry saw a dog in my pyjamas	subj_synonym	1
Jenny saw a dog in my pyjamas	subj_synonym	1
Sophia saw a dog in my pyjamas	subj_synonym	1
Anna saw a dog in my pyjamas	subj_synonym	1
My mum saw a dog in my pyjamas	subj_synonym	1
My father saw a dog in my pyjamas	subj_synonym	1
The man saw a dog in my pyjamas	subj_synonym	1
The woman saw a dog in my pyjamas	subj_synonym	1
The astronaut saw a dog in my pyjamas	subj_synonym	1
The neighbor saw a dog in my pyjamas	subj_synonym	1
The painter saw a dog in my pyjamas	subj_synonym	1
The doctor saw a dog in my pyjamas	subj_synonym	1
I saw a cat in my pyjamas	obj_synonym	1
I saw a friend in my pyjamas	obj_synonym	1
I saw a John in my pyjamas	obj_synonym	1
I saw a Marry in my pyjamas	obj_synonym	1
I saw a woman in my pyjamas	obj_synonym	1
I saw a man in my pyjamas	obj_synonym	1
I saw an elephant in my pyjamas	obj_synonym	1
I saw a fox in my pyjamas	obj_synonym	1
I saw a colleague in my pyjamas	obj_synonym	1
I saw a person in my pyjamas	obj_synonym	1
I saw a surfer in my pyjamas	obj_synonym	1
I saw a nurse in my pyjamas.	obj_synonym	1
I saw an astronaut in my pyjamas.	obj_synonym	1
I saw a chef in my pyjamas.	obj_synonym	1
I saw a plumber in my pyjamas.	obj_synonym	1
I saw a musician in my pyjamas.	obj_synonym	1
I saw a firefighter in my pyjamas.	obj_synonym	1
I saw my cousin in my pyjamas.	obj_synonym	1
I saw my sister in my pyjamas.	obj_synonym	1
I saw my brother in my pyjamas.	obj_synonym	1
You saw a cat in my pyjamas.	all_synonym	1
He saw a friend in my pyjamas.	all_synonym	1
She saw a John in my pyjamas.	all_synonym	1
We saw a Marry in my pyjamas.	all_synonym	1
They saw a woman in my pyjamas.	all_synonym	1
Sophia saw a fox in my pyjamas.	all_synonym	1
Anna saw a colleague in my pyjamas.	all_synonym	1
The astronaut saw a plumber in my pyjamas.	all_synonym	1
The neighbour saw a musician in my pyjamas.	all_synonym	1
The doctor saw a firefighter in my pyjamas.	all_synonym	1
The nurse saw my cousin in my pyjamas.	all_synonym	1
You saw a cat in my sleepers.	all_synonym	1
He saw a friend in my nightwear.	all_synonym	1
She saw a John in my jammies.	all_synonym	1
We saw a Marry in my jams.	all_synonym	1
They saw a woman in my pjs.	all_synonym	1
Sophia saw a fox in my shoes.	all_synonym	1
She saw a cat in her sleepers.	all_synonym	1
She saw a friend in her nightwear.	all_synonym	1
He saw a John in his jammies.	all_synonym	1
An enraged cow injured a farmer with an ax.	original	1
An enraged cow injured a farmer with a knife.	pp_synonym	1
An enraged cow injured a farmer with a hatchet.	pp_synonym	1
An enraged cow injured a farmer with a chopper.	pp_synonym	1
An enraged cow injured a farmer with a gun.	pp_synonym	1
An enraged cow injured a farmer with a billhook.	pp_synonym	1
An enraged cow injured a farmer with a halberd.	pp_synonym	1
An enraged cow injured a farmer with a shovel.	pp_synonym	1
An enraged cow injured a farmer with a hoe.	pp_synonym	1
An enraged cow injured a farmer with a drill.	pp_synonym	1
An enraged cow injured a farmer with a mattock.	pp_synonym	1
An enraged dog wounded a farmer with an ax.	subj_synonym	1
A furious dog wounded a farmer with an ax.	subj_synonym	1
An enraged cat wounded a farmer with an ax.	subj_synonym	1
A furious cat wounded a farmer with an ax.	subj_synonym	1
An enraged fox wounded a farmer with an ax.	subj_synonym	1
A furious fox wounded a farmer with an ax.	subj_synonym	1
An enraged pig wounded a farmer with an ax.	subj_synonym	1
A furious pig wounded a farmer with an ax.	subj_synonym	1
An enraged horse wounded a farmer with an ax.	subj_synonym	1
A furious horse wounded a farmer with an ax.	subj_synonym	1
An enraged taurus wounded a farmer with an ax.	subj_synonym	1
A furious taurus wounded a farmer with an ax.	subj_synonym	1
An enraged eagle wounded a farmer with an ax.	subj_synonym	1
A furious eagle wounded a farmer with an ax.	subj_synonym	1
A furious girl wounded a farmer with an ax.	subj_synonym	1
A furious boy wounded a farmer with an ax.	subj_synonym	1
A furious woman wounded a farmer with an ax.	subj_synonym	1
A furious man wounded a farmer with an ax.	subj_synonym	1
A furious doctor wounded a farmer with an ax.	subj_synonym	1
A furious soldier wounded a farmer with an ax.	subj_synonym	1
An enraged cow injured a chef with an ax.	obj_synonym	1
An enraged cow injured a magician with an ax.	obj_synonym	1
An enraged cow injured a soldier with an ax.	obj_synonym	1
An enraged cow injured a clown with an ax.	obj_synonym	1
An enraged cow injured a pirate with an ax.	obj_synonym	1
An enraged cow injured a librarian with an ax.	obj_synonym	1
An enraged cow injured a robot with an ax.	obj_synonym	1
An enraged cow injured an astronaut with an ax.	obj_synonym	1
An enraged cow injured an agronomist with an ax.	obj_synonym	1
An enraged cow injured a rancher with an ax.	obj_synonym	1
An enraged cow injured a planter with an ax.	obj_synonym	1
An enraged cow injured a smallholder with an ax.	obj_synonym	1
An enraged cow injured a agriculturist with an ax.	obj_synonym	1
An enraged cow injured a agriculturalist with an ax.	obj_synonym	1
An enraged cow injured a detective with an ax.	obj_synonym	1
An enraged cow injured a scientist with an ax.	obj_synonym	1
An enraged cow injured a grower with an ax.	obj_synonym	1
An enraged cow injured a grazier with an ax.	obj_synonym	1
An enraged cow injured a boy with an ax.	obj_synonym	1
An enraged cow injured a girl with an ax.	obj_synonym	1
An enraged cow injured an armour with an ax.	obj_random_rhyme	1
An enraged dog wounded a chef with an ax.	all_synonym	1
A furious dog wounded a magician with an ax.	all_synonym	1
An enraged cat wounded a soldier with an ax.	all_synonym	1
A furious cat wounded a clown with an ax.	all_synonym	1
An enraged fox wounded an agronomist with an ax.	all_synonym	1
A furious fox wounded a librarian with an ax.	all_synonym	1
An enraged pig wounded a robot with an ax.	all_synonym	1
A furious cow wounded an astronaut with an ax.	all_synonym	1
An enraged horse wounded an agronomist with an ax.	all_synonym	1
A furious horse wounded a rancher with an ax.	all_synonym	1
An enraged taurus wounded a planter with an ax.	all_synonym	1
A furious taurus wounded a smallholder with an ax.	all_synonym	1
An enraged eagle wounded an agriculturist with an ax.	all_synonym	1
A furious eagle wounded a detective with an ax.	all_synonym	1
A furious girl wounded a boy with an ax.	all_synonym	1
A furious boy wounded a grower with an ax.	all_synonym	1
A furious woman wounded a grazier with an ax.	all_synonym	1
A furious man wounded a boy with an ax.	all_synonym	1
A furious doctor wounded a scientist with an ax.	all_synonym	1
A furious soldier wounded a farmer with an ax.	all_synonym	1
The hospital is being sued by six foot doctors.	original	1
Six foot doctors sue the hospital.	inverse_object	1
The hospital is being sued by six foot physicians.	pp_synonym	1
The hospital is being sued by six foot medical practitioners.	pp_synonym	1
The hospital is being sued by six foot surgeons.	pp_synonym	1
The hospital is being sued by six foot practitioners.	pp_synonym	1
The hospital is being sued by six foot experts.	pp_synonym	1
The hospital is being sued by six foot technicians.	pp_synonym	1
The hospital is being sued by six foot docs.	pp_synonym	1
The hospital is being sued by five foot doctors.	pp_synonym	1
The hospital is being sued by seven foot surgeons.	pp_synonym	1
The hospital is being sued by five foot surgeons.	pp_synonym	1
The hospital is being sued by five foot nurses.	pp_synonym	1
The hospital is being sued by seven foot experts.	pp_synonym	1
The hospital is being sued by six foot nurses.	pp_synonym	1
The clinic is being sued by six foot doctors.	subj_synonym	1
The medical center is being sued by six foot doctors.	subj_synonym	1
The infirmary is being sued by six foot doctors.	subj_synonym	1
The healthcare facility is being sued by six foot doctors.	subj_synonym	1
The sanatorium is being sued by six foot doctors.	subj_synonym	1
The university is being sued by six foot doctors.	subj_synonym	1
The health center is being sued by six foot doctors.	subj_synonym	1
The nursing home is being sued by six foot doctors.	subj_synonym	1
The medical institution is being sued by six foot doctors.	subj_synonym	1
The ward is being sued by six foot doctors.	subj_synonym	1
The asylum is being sued by six foot doctors.	subj_synonym	1
The hospice is being sued by six foot doctors.	subj_synonym	1
The medical clinic is being sued by six foot doctors.	subj_synonym	1
The eldercare home is being sued by six foot doctors.	subj_synonym	1
The school is being sued by six foot doctors.	subj_synonym	1
The convalescent home is being sued by six foot doctors.	subj_synonym	1
The health clinic is being sued by six foot doctors.	subj_synonym	1
The healthcare institution is being sued by six foot doctors.	subj_synonym	1
The trauma center is being sued by six foot doctors.	subj_synonym	1
The urgent care center is being sued by six foot doctors.	subj_synonym	1
The trauma center is being sued by six foot docs.	all_synonym	1
The urgent care center is being sued by six foot nurses.	all_synonym	1
The clinic is being sued by six podiatrists.	all_synonym	1
The medical center is being sued by six foot physicians.	all_synonym	1
The infirmary is being sued by six foot medical practitioners.	all_synonym	1
The healthcare facility is being sued by six foot surgeons.	all_synonym	1
The sanatorium is being sued by six foot practitioners.	all_synonym	1
The university is being sued by six chiropodists.	all_synonym	1
The health center is being sued by six foot experts.	all_synonym	1
The nursing home is being sued by six foot technicians.	all_synonym	1
The medical institution is being sued by six foot docs.	all_synonym	1
The ward is being sued by six foot nurses.	all_synonym	1
The asylum is being sued by six podiatrists.	all_synonym	1
The hospice is being sued by six foot physicians.	all_synonym	1
The medical clinic is being sued by six foot medical practitioners.	all_synonym	1
The eldercare home is being sued by six foot surgeons.	all_synonym	1
The school is being sued by six foot practitioners.	all_synonym	1
The convalescent home is being sued by six chiropodists.	all_synonym	1
The health clinic is being sued by six foot experts.	all_synonym	1
The healthcare institution is being sued by six foot technicians.	all_synonym	1
Helen got lunch ready for her daughter wearing a summer dress.	original	1
Her daughter got lunch ready for Helen wearing a summer dress.	inverse_object	1
Helen got lunch ready for her daughter wearing a summer dress.	pp_synonym	1
Helen got lunch ready for her daughter wearing a summer shirt.	pp_synonym	1
Helen got lunch ready for her daughter wearing a winter shirt.	pp_synonym	1
Helen got lunch ready for her daughter wearing a winter dress.	pp_synonym	1
Helen got lunch ready for her daughter wearing a winter scarf.	pp_synonym	1
Helen got lunch ready for her daughter wearing a winter skirt.	pp_synonym	1
Helen got lunch ready for her daughter wearing a fall jacket.	pp_synonym	1
Helen got lunch ready for her daughter wearing a winter robe.	pp_synonym	1
Helen got lunch ready for her daughter wearing a summer robe.	pp_synonym	1
Helen got lunch ready for her daughter wearing a spring outfit.	pp_synonym	1
Helen got lunch ready for her daughter wearing a summer hat.	pp_synonym	1
Helen got lunch ready for her daughter wearing a winter hat.	pp_synonym	1
Helen got lunch ready for her daughter wearing a summer jacket.	pp_synonym	1
Helen got lunch ready for her daughter wearing a summer swimsuit.	pp_synonym	1
Helen got lunch ready for her daughter wearing a winter coat.	pp_synonym	1
Helen got lunch ready for her daughter wearing a clown costume.	pp_random	1
Helen got lunch ready for her daughter wearing a firefighter uniform.	pp_random	1
Helen got lunch ready for her daughter wearing a ninja costume.	pp_random	1
Helen got lunch ready for her daughter wearing a spacesuit.	pp_random	1
Helen got lunch ready for her daughter wearing a superhero cape.	pp_random	1
Helen got lunch ready for her daughter wearing a wizard robe.	pp_random	1
Helen got lunch ready for her daughter wearing a dinosaur costume.	pp_random	1
Helen got lunch ready for her daughter wearing a cowboy hat.	pp_random	1
Helen got lunch ready for her daughter wearing a mermaid tail.	pp_random	1
Helen got lunch ready for her daughter wearing a drummer vest.	pp_random_rhyme	1
Helen got lunch ready for her daughter wearing a bummer tress.	pp_random_rhyme	1
The scientist got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
The teacher got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
The surfer got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
Grace got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
Ella got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
Ava got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
Nora got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
Zoe got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
Luna got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
Avery got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
The queen got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
Scarlett got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
Violet got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
Evelyn got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
Alice got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
The nurse got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
Mia got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
Harper got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
Sofia got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
The woman got lunch ready for her daughter wearing a summer dress.	subj_synonym	1
Ellen got lunch ready for her daughter wearing a summer dress.	subj_random_rhyme	1
Eden got lunch ready for her daughter wearing a summer dress.	subj_random_rhyme	1
Helen got lunch ready for her mother wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her sister wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her child wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her nephew wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her cousin wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her grandma wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her kid wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her girl wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her friend wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her friend wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her daughter-in-law wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her mum wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her baby wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her grandmother wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her aunt wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her godchild wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her bestfriend wearing a summer dress.	obj_synonym	1
Helen got lunch ready for her cat wearing a summer dress.	obj_synonym	1
