text	is_ambiguous	ambig_status
In order to get into the country, all visitors must have a valid passport.	0	0
It is not that I don't want to see the movie, it is that I don't have time.	0	1
We need to be able to adapt to the changing world around us.	0	1
She wants to work with the professor with the largest citation count in the department.	1	1
He's going to be a doctor when he grows up.	0	0
I can't believe that you did that.	0	0
The coach told the team that they needed to work harder if they wanted to win the game.	0	0
I can't remember when I last saw her.	0	1
I am not sure what the teacher is trying to say.	1	0
We will be landing in Paris in approximately 30 minutes.	0	0
In this paper, we present a model for understanding the effects of global warming.	0	0
I'm not saying that she's a bad person, but she is kind of selfish.	1	0
You're telling me a lie.	0	0
He is such a talented musician that he could have been a professional.	0	1
The storm knocked out power to the entire city.	0	0
The theory is that if we do not have a good understanding of the past, we will not be able to make good decisions in the present.	0	0
The prosecution has the burden of proof to show that the defendant is guilty beyond a reasonable doubt.	0	0
Just because I don't agree with you doesn't mean I hate you.	0	1
It is essential to have a clear understanding of the client's needs.	0	0
I have to leave for my doctor's appointment in five minutes.	0	0
The fact that the company is making a profit means that it will be able to expand.	0	0
For our purposes, a model is simply a set of assumptions and relationships that we use to describe and analyze a system.	0	0
The easiest way to solve the problem is to call a meeting.	0	1
He finally concedes that, despite its faults, the new system is an improvement over the old one.	0	0
The challenge for the organization is to make the transition from a traditional hierarchical structure to a more flattened organization.	0	0
The coffee was so hot that it burned his tongue.	0	0
It's a quarter to eight.	0	0
The union and the company have not been able to agree on a new contract.	0	1
Mary is taller than her sister.	0	0
I didn't see the movie.	0	0
He was not expecting the math test to be so difficult.	0	0
The sound of the waves crashing against the shore is soothing.	0	0
I wanted to see the ocean because it always looked so peaceful in the movies.	0	0
The government is starting to invest more money in renewable energy.	0	0
The company's expansion plans are to open new stores in the US.	0	1
I was about to go to bed when I heard a noise outside.	0	0
Some people believe that extraterrestrial life exists on another planet.	0	0
It is a good idea to take a break from work every few hours.	0	0
A woman in this neighborhood gives birth every year.	0	1
It was not the case that the man was bald, and it was not the case that the man had curly hair.	0	0
I know that someone here is lying.	0	1
The Board rejected the union's argument that the employees were entitled to overtime compensation because they were required to attend mandatory training sessions outside of their regular work hours.	0	0
She said that she will pick me up at 4pm and I can leave at 6pm.	0	1
In order to get a refund, you will need to send the item back within 30 days.	0	0
He is a very talented musician.	0	0
The findings suggest that a major problem for the development of B2B EC is the lack of understanding of the mechanisms that underpin the development of trust.	0	0
John opened the door again.	0	1
The park is closed on Tuesdays.	0	0
The class will discuss how to write a research paper.	0	1
The article is about the use of social media in the classroom.	0	0
It is impossible to please everyone.	0	0
The small dog was trembling and shaking all over.	0	0
The man was charged with first degree murder.	0	0
I don't taste anything fishy.	0	1
There is a lot of evidence that suggests that extraterrestrial life exists.	0	0
After years of war, the country is finally beginning to rebuild its infrastructure.	0	0
I will not be the only one at the party.	0	0
You have to be very careful if you want to pass your driving test.	0	0
We cannot be sure that the meeting will be productive.	0	0
The tornado destroyed the farmhouse.	0	0
It is interesting to note that the vast majority of experts agree on this issue.	0	0
I think that the new software is not very user-friendly.	0	1
A large number of people were not willing to take the risk.	0	1
The tone of her voice was so that I could not help being a little amused.	1	0
The rich are getting richer and the poor are getting poorer.	0	0
The poet laureate is an honorary position given to a poet by a government or institution.	0	0
It is important to remember that not all of the people who emigrated to the United States in the late 1800s were poor.	0	1
All of the students turned in their homework on time.	0	0
He's the kind of guy who's always wanted to be a police officer.	0	0
All I'm asking is for you to try.	0	0
If the rock is too big, we can't move it.	0	1
The new software program has been working well since it was installed.	0	0
I am taller than he is.	0	0
The average human lifespan is about 79 years.	0	0
I don't think I've ever seen that movie.	0	0
The high school students who were most likely to report drinking had more friends who drank.	0	1
In this way, the data is protected from unauthorized access and is available only to those authorized to use it.	0	0
I find it hard to believe that the dinosaurs could have all died out because of a meteor.	0	0
He is one of the most successful young entrepreneurs in the country.	0	0
It was raining so hard, I couldn't see the road in front of me.	0	0
He's taller than his brother.	0	0
I was uninterested in the book, and didn't finish it.	0	1
She would like to be there.	1	0
In spite of the difficulties, they managed to get the job done.	0	0
Even though the company is losing money, there is no reason to think that it will go bankrupt.	0	0
That's why we tried to kill you.	0	1
A good way to learn about other cultures is to travel.	0	0
He is upset at his friend for revealing private information about his relationship to his teacher.	0	1
The athlete had to forfeit the game after failing the drug test.	0	0
I am certain that the novel will be a great success.	0	0
Even with the windows open, the smell was overwhelming.	0	0
The majority of Georgians incarcerated in local jails have never been convicted of crime. They are simply too poor to pay their bail.	0	1
The new method of data collection will help scientists develop a better understanding of the climate system.	0	0
I always take my coffee with cream and sugar.	0	0
In order to pass the driving test, the applicant must score 80% or higher.	0	0
The restaurant is serving a special menu for the holiday.	0	0
It was not until the 17th century that the city began to grow rapidly.	0	1
The editor did not find many mistakes in the paper.	0	1
The jury returned a verdict of guilty for first degree murder.	0	1
The poet often uses vivid imagery to create strong feelings in the reader.	0	0
The professor admitted that no students wrote course evaluations, which is surprising.	0	1
I am surprised that he would say something like that.	0	0
It is important to note that the study did not find a cause and effect relationship between playing video games and academic performance.	0	0
Lilian and Tanaka have two balloons.	0	1
I'm going to go out on a limb and say that she's not going to win the election.	0	0
In a democracy, the will of the people is supposed to be reflected in the government.	0	1
I don't think it's fair to say that the theory has been completely disproven.	0	0
We all know that exercise is good for us, but few of us actually make the time to do it.	0	1
I have a meeting with my boss in three hours.	0	0
In general relativity, a black hole is a region of spacetime from which nothing, not even light, can escape.	0	0
I have a headache.	0	0
The corners of her mouth turned up in a smile.	0	0
The survey found that more than a third of Americans have a negative view of the news media.	0	1
Even though the company was doing well, the employees were not happy.	0	0
The number of job openings in the United States has increased for the fourth consecutive month.	0	0
These snakes get their name from the beautifully changing pattern on their bodies.	0	1
The theory goes that the less money people have, the less they will spend.	0	0
The company's sales have been steadily declining for the past year.	0	0
In many ways, the American Revolution was a direct result of the Seven Years' War.	0	1
The president will be speaking at noon.	0	0
We will be able to provide a more efficient service if we have the new software.	0	0
The animal was not injured in the accident.	0	1
I was hoping to get a new car for my birthday.	0	0
All of the company's employees must adhere to the code of conduct.	0	0
I am not going to tell you what to do.	0	0
A possible explanation for his anger is that he was passed over for the promotion.	0	1
If an employee is fired for cause, the employer is not required to give the employee a severance package.	0	1
I always feel more comfortable when I am at home.	0	1
We need to do more research in this area to fully understand the problem.	0	0
It was raining, so I stayed home.	0	1
It is unclear whether the company will be able to recover from this setback.	1	0
The professor’s thesis was very well-received by the academic community.	0	0
I was going to study abroad in France next semester, but I changed my mind.	0	0
A company's primary responsibility is to its shareholders.	0	0
The novel is worth reading.	0	0
The data provides evidence that the treatment is effective.	0	1
The benefits of a project should be clear.	0	0
They were driving too fast, and they got pulled over.	0	1
I'm not convinced that this is the best way to solve the problem.	0	0
I have a meeting with my boss at 3:00, and then I have to pick up my kids from school.	0	0
All living things are made up of cells.	0	0
The new CFO is very analytical.	0	0
I have a lot of friends.	0	0
The acceleration is not as great as it was during the first second, but it is greater than it was during the second second.	1	0
He was elected to the position.	0	0
He's a great basketball player.	0	0
In order to make a cake, you need flour, sugar, eggs, butter, baking powder, and milk.	0	0
Then he sobered.	0	1
Her novel is gaining in popularity.	0	0
We decided to plant trees on the north side of the house.	0	0
In this way, the company will be able to improve its financial position and become more profitable.	0	0
It is a little-known fact, but the moon is not actually made of green cheese.	0	0
The market was empty of pork, grains, and all foods that were banned.	0	1
This year has been a trying one for the country, with a devastating hurricane and an ongoing drought.	0	1
They have a lot of friends in common.	0	1
I'm not going to give up.	0	0
I think that it is a good idea.	0	1
The company's bylaws require that the board of directors approve all major decisions.	0	0
The study found that participants who were given the drug improved their working memory.	0	0
In order to make a cake, you need flour, sugar, eggs, and butter.	0	0
It is not the case that I do not want to help.	0	0
I have been playing the violin for five years.	0	0
I am taller than you.	0	0
They won't come.	0	0
I heard that the cat was stuck in the tree.	0	1
He is the only one who knows the whole story.	0	0
It is time to wake up.	0	0
The vast majority of people who contract the virus will experience only mild or moderate symptoms.	0	1
It was as if she had been possessed by a demon.	0	1
The main goal is to find a cure for cancer.	0	1
I'll be impressed if you understand his T shirt.	1	0
My teacher is grading my paper, and I'm anxious about what she'll say.	0	0
The coffee spilled all over the pristine white tablecloth.	0	0
They must be stopped.	0	0
We should anticipate future needs and developments.	0	0
It was a very close race.	1	0
He was a cruel ruler and was greatly feared by his people.	0	0
We have to act now if we want to avoid a future where we are all struggling to survive.	0	0
"These results suggest that there is a great deal of variation in how people use and understand the term \""family.\"""	0	0
It is clear that the company is in financial trouble.	0	0
It's not always easy to stay positive.	0	0
She needed to know only what he told her.	0	1
The tax imposed by this chapter shall not be less than $50 for each violation.	0	0
Although he was offered the position, he turned it down because it didn't pay enough.	0	0
The best thing about the job is the people I work with.	0	0
I think that we can all agree that this is a problem.	0	0
If an athlete uses a banned substance, they will be disqualified from the competition.	0	0
I have a meeting with my boss at 3:00.	0	0
I am not suggesting that we should all become fluent in every language.	0	0
The flu virus is causing an epidemic.	0	0
It is possible that the new drug will be an effective treatment for cancer.	0	0
It is clear that our current education system is not preparing students for the real world.	0	1
It is hard to work together when you don't speak the same language.	0	1
She wants to work with Dr. Smith, the professor with the best reputation in the department.	0	0
In a way, she was like a sister to me.	1	0
I'm sure you'll be able to figure it out.	0	0
We can work together to improve the world we live in.	0	0
The recommended dosage for this medication is two pills per day.	0	0
We cannot simply sit by and watch as the world around us crumbles.	0	1
At that time, there were no other options.	0	0
In this class, we will be discussing how to write a research paper.	0	0
The findings suggest that there is a link between poverty and poor health.	0	0
In spite of all her work, she was still behind.	0	0
If you want to lose weight, you should exercise more.	0	0
The company's new CEO is planning to implement major changes in the company's organizational structure.	0	0
In order to get a job, you need to have experience.	0	0
The flowers were so beautiful that she wept.	0	0
They were close enough that she could see the anger in his eyes.	0	0
Mykonos has had a head start as far as diving is concerned because it was never banned here (after all, there are no ancient sites to protect).	0	1
We can work hard to make the world a better place, or we can give up and accept things the way they are.	0	0
The company's success is due in large part to the efforts of the sales team.	0	0
Even though the soldier had been through a lot of tough times, he was still surprised by how much he cried when he was finally reunited with his family.	0	0
They claimed that the property had been zoned for commercial use.	0	0
The turkey is ready to eat.	1	1
The school district has made a commitment to reducing its carbon footprint.	0	0
I will never again drink alcohol.	0	0
The company's profits have tripled since it began its expansion into new markets.	0	1
The President is not above the law.	0	0
I would like to finish the book sometime this year.	0	1
It's one thing to say you're sorry, but it's another thing to actually be sorry.	0	0
The box is unlockable.	0	1
They both wanted to be like their father.	0	0
She told me her mom was in town two weeks ago.	0	1
The purpose of this paper is to explore the feasibility of a new approach to the problem of development.	0	0
The cashier counted out my change and put it in my hand.	0	0
The study found that children who were read to more frequently had better reading comprehension skills.	0	1
Most students who go to college do not finish within four years.	0	0
Inflation is often caused by an increase in the money supply.	0	1
The professor's lecture was very enlightening.	0	0
The company's sales increased by 4 percent last quarter.	0	0
In the early days of the internet, web pages were simple and focused on delivering information.	0	1
She was very close to her grandmother.	0	1
It is not at all certain that the new theory is correct.	0	0
The athlete trained hard so that he could win the gold medal.	0	0
It is not known if the economy will rebound or if it will continue to decline.	1	0
What we need is a change in attitude.	0	1
He's drawing all over the bus with graffiti.	1	0
All of the students in my class are required to wear uniforms.	0	0
The two groups have many similarities.	0	0
The athlete stretched her arms.	0	0
She argues that the company's new policy is unfair to employees.	0	0
Many people in the town are unemployed.	0	1
The government has been accused of mishandling the pandemic.	0	0
He is the strongest basketball player in the NBA.	0	1
It is not unheard of for a business to make a profit in its first year.	0	1
I'm not sure. Let me think about it.	0	0
I was looking for my contact lenses.	0	0
The judge was not disposed to be lenient.	0	0
"It is important to remember that a theory is never \""proven.\"""	0	0
The painting is a copy of the original.	0	1
The mere fact that the accused was not at the scene of the crime is not enough to prove innocence.	0	0
The economy is in a recession, and the stock market is crashing.	0	0
In a large company, a vice president may be the only person who knows the exact location of every piece of equipment.	0	1
The board of directors is meeting to discuss the company's financial situation.	0	0
Although he was very tired, he decided to keep walking.	0	0
No teenager likes the way they dress, but Maya is an exception.	0	0
I try to avoid talking to people when I'm in a bad mood.	0	1
A key function of the media is to hold the powerful accountable.	0	0
I've been told that there's a lot of excitement for the new movie.	0	0
It was as if the darkness was a physical thing, like a thick fog.	0	0
The proposal is to build a new factory on the outskirts of the city.	0	0
I saw a crane on my walk.	1	1
The plant's owner says that the layoffs are a direct result of the new tariffs.	0	0
He was like a brother to me.	1	0
Jenny and Zoe solved the puzzle.	0	1
I'm going to go out on a limb and say that the new boss is going to be great.	0	0
After the battle, the knight found the body of the princess.	0	1
The United States spends more money on health care than any other country in the world.	0	0
It is important to remember that you are not alone.	0	1
After the fire, the family was homeless and had to live in a hotel.	0	1
The athlete will receive a gold medal.	0	0
I am afraid that we will have to cancel tomorrow's picnic.	0	1
The crowd turned to the man on the stage.	0	1
It can be inferred from this that he is not interested in the meeting.	0	1
I don't like to drink coffee.	0	1
She understood that her decision would have an impact on the company.	0	0
The new method is based on the principle that each person has their own principle of growth.	1	0
The state's top performing students will be unable to continue their education at the university without a change in the system.	0	0
It is not clear whether the device will be able to process data as quickly as the human brain.	1	0
We should try a different strategy.	0	0
The increase in tourism is good for the economy.	0	0
I am not interested in buying a new car.	0	0
It is a popular belief that extraterrestrial life exists in our universe.	0	0
The novel tells the story of a family of aristocrats who are struggling to maintain their wealth and status.	0	0
The poet's words were like music, and they flowed together effortlessly.	0	0
I don't think that our team can win the championship.	0	0
The ballerina gracefully leapt across the stage.	0	0
The company has been in business for over fifty years.	0	0
I don't think that the glass is half empty.	0	1
He was the only one who didn't know about it.	0	0
It is still unclear what caused the explosion.	0	0
The destruction of the rainforest is a major environmental problem.	0	0
I have to complete this report by 5 p.m.	0	1
The company's primary source of revenue is advertising.	0	0
The reason that the lamp did not turn on is because the bulb was not screwed in all the way.	0	0
I asked if he knew what time it was, but he didn't answer.	0	0
The poet was unable to find inspiration in the bleak, industrial city.	0	0
They found that the more TV people watched, the more likely they were to be obese.	0	1
The company is introducing a new product line in order to increase profits.	0	0
I was looking for my glasses.	0	0
He didn't realize that his sweater was on inside out until he got to work.	0	0
Critics argue that the law would have a chilling effect on free speech, while supporters maintain that the law is necessary to protect people from hate speech.	0	0
The study found that there was no difference in the health outcomes of the two groups.	0	0
The fact that he was able to do it without any training is a testament to his natural ability.	0	1
Her work has been praised for its lyrical beauty and its elegant prose.	0	0
A lot of people go to the movies on weekends.	0	0
We haven't finished eating the cake yet.	0	1
They discovered that the plant had, for the first time, produced a new type of flower.	0	1
He was driving so fast that it seemed like the car would take off.	0	0
We should be looking for a new place to live.	0	0
They wanted to make a statement about the way that the world is.	0	1
It's impossible to know how many galaxies there are in the universe.	0	0
The company's assets will be liquidated and the proceeds will be distributed to the creditors.	0	0
The new regulations would make it easier for the state to regulate large food companies.	0	0
The fire started in the east wing of the building and spread quickly.	0	1
My little sister is five years old.	0	0
The novel has been translated into more than twenty languages.	0	1
The burglar threatened the student with a knife.	0	1
All signs point to the fact that the company is in financial trouble.	0	0
The cashier counted the money and then handed it back to me.	0	0
All of these buildings are at least a hundred years old.	0	0
The library is a great place to find resources for your research paper.	0	0
Even if we do not agree with her methods, we must admire her for her tenacity.	0	1
I would like to try a little bit of every country's food on this trip.	0	0
Many birds are attracted to the island because of the abundance of food.	0	1
I'm so tired.	0	0
Some people are under the impression that exercising in the morning is the best time to do so.	0	1
The poet wrote that she had been trying to forget about her first love.	0	0
Social media has been shown to have a negative effect on self-esteem.	0	1
A person's place of birth should not determine their future opportunities.	0	0
A large number of people are employed in the tourism industry.	0	1
I'm not entirely sure that's true.	1	0
The board needs to provide clear and concise instructions.	0	0
I try to be tolerant of other people's beliefs.	0	0
One of the most important factors in the development of the American economy was the rise of the industry.	0	1
If you have the correct tools, it's not difficult to fix the leaky faucet.	0	1
No one can stand to eat their own cooking seven days a week, but Arya is an exception.	0	0
This is not to say that the world is not a dangerous place.	0	1
I can't believe she would do something like that.	0	0
I can't believe it happened.	0	0
I have been trying a new strategy in my chess games, and it has been working well.	0	0
It is important to keep in mind that not all change is good.	0	0
No one in the class is satisfied with their painting, except for Susan.	0	0
I am failing English.	0	1
The report provides detailed evidence of the progress made in the last year.	0	1
An enranged cow injured a farmer with an ax.	0	1
A new shopping mall is being built on the site of the old one.	0	0
I am very worried about the economy.	0	0
I don't think that's a very good idea.	0	1
It is important to have a vision of the future, but it is also important to have a vision of the present.	0	0
The conference will be held in Detroit on October 12.	0	1
Today it is possible to buy cheap papyrus printed with gaudy Egyptian scenes in almost every souvenir shop in the country, but some of the most authentic are sold at The Pharaonic Village in Cairo where the papyrus is grown, processed, and hand-painted on site.	0	1
They were looking for a way to get rid of the rats.	0	0
I think that it is possible for people to change.	0	0
They will be moving to a new house next month.	0	0
I don't know how big the music school is.	0	1
Sam and Frank gave a talk.	0	1
George didn’t see a car coming around the bend.	0	1
The cashier counted the money and handed it back to me.	0	0
I cannot put up with this noise any longer.	0	0
The goals of the organization should be reviewed periodically to ensure that they are still relevant.	0	0
The athlete's goal is to get a gold medal.	0	1
I've always been a night person.	0	0
By the end of the 20th century, the company had become the largest employer in the United States.	0	0
I'm not sure if I understand.	1	1
The teacher wrote a quote from Martin Luther King Jr in every student's yearbook.	0	1
In this village, there is a belief that if you leave a baby alone in the forest, the fairies will take it.	0	0
I can't believe I won the lottery!	0	0
The actor's stage name is a pseudonym.	0	0
We hold these truths to be self-evident, that all men are created equal.	0	0
I'm not convinced that she is telling the truth.	0	0
The museum is open from 9am to 5pm.	0	1
The police are still investigating the string of robberies.	0	0
The president’s primary goal is to improve the economy.	0	0
She took medication until she was 21, then took a seven-year break, which included therapy.	1	1
LaBeouf had tried to bum a smoke from two strangers, unaware that one of them was a police officer.	1	0
I didn't know whether to believe her or not.	1	0
My roommate and I met the lawyer for coffee, but she became ill and had to leave.	1	1
We use our hands to write.	0	0
I am getting a new car.	0	0
The author was a very private person who didn't like to give interviews.	0	0
I'm not saying that it's going to be easy, but it's going to be worth it.	0	1
I wonder how he got the job.	0	1
He had been walking for hours, and his feet were sore.	0	0
In spite of these findings, many people still believe that extraterrestrial life exists.	0	1
The company's decision to move its operations to India is a good example of the globalization of the economy.	0	0
In the early years of the war, the French and British had many successes.	0	0
I was not able to find my contact lens case.	0	0
I was one of the best students in my class.	0	1
He always flouts his mother's advice to follow his own dreams.	0	1
The museum is one of the best places to see if you want to learn about the history of the area.	0	0
I'm not very concerned about it.	0	1
I am not available.	0	0
The students were expected to arrive at the school by 8:00 a.m.	0	0
It is our responsibility to ensure that all students have the opportunity to succeed.	0	1
In the United States, the government is responsible for the safety of its citizens.	0	0
It's raining.	0	0
The research shows that the current system is not effective.	0	0
I don't know how much money she has.	0	0
The first step is to come up with a topic.	0	0
The amendment made by this section shall take effect on the date of enactment of this Act.	0	0
The president will not be able to sign the bill into law.	0	0
In the absence of the relevant facts, it is impossible to say whether or not the man is dead.	0	1
He was the only one who could help me.	0	0
He always ignores his mother's advice to follow his own dreams.	0	1
I'm not going to tell you that I'm sorry.	0	0
He didn't do it on purpose.	1	0
The good news is that we have a new, cheap and very effective vaccine to prevent this terrible disease.	0	0
The data from the study showed that the new treatment was effective.	0	0
He didn't see the big picture.	1	1
The small child looked at the large dog.	0	0
It was as if the room were spinning around me.	0	0
A person who has attained success in life has done so by setting and achieving goals.	0	1
The first step to take if you want to improve your writing is to read more.	0	1
The aim of the study was to improve the understanding of the factors that influence students' decisions to study abroad.	0	1
He had to stop taking the medication because of the side effects.	0	1
The government has launched a new campaign to promote healthy eating habits.	0	0
They are not the kind of people who would take advantage of a situation like this.	0	1
The data collected in this study will be used to assess the impact of the program on the participants.	0	0
A study by the American Academy of Pediatrics found that many parents are reluctant to have their children vaccinated.	0	1
I'm looking for a charger.	0	1
The Board has determined that it is necessary to increase the rental rates.	0	0
I hope there are more interactive exhibits in the museum.	0	1
I'm not saying that she's not beautiful.	1	1
A report by the National Academy of Sciences found that people who eat a lot of high-fat foods are more likely to develop cancer.	0	0
The main function of the police is to serve and protect the community.	0	0
I can't believe it's already over.	0	0
All of the students in the class are required to take the final exam.	0	0
"The study found that the use of the word \""sucks\"" in daily conversation had doubled since 1990."	0	1
The teacher told the students that they would have to work hard if they wanted to pass the class.	0	0
The girl had a fear of dogs, so she decided to get a cat instead.	0	0
The animal was not fed.	0	0
The new software has a lot of features that the old one didn't have.	0	0
They will have to leave early in order to make it on time.	0	0
I have no intention of moving to a different city.	0	0
After the population was listed as extinct, the Taiwanese leopard was finally spotted in an isolated part of Taiwan for the first time in a half century.	0	0
It is not possible to determine the precise moment when night falls.	0	0
He is one of the most popular presidents in history.	0	0
The hospital is being sued by six foot doctors.	1	1
A great deal of the population is living in poverty.	0	0
If I had a lot of money, I would go on a vacation.	0	0
John gave all his students a book on Derrida.	0	1
The company's stock prices rose by 3% today.	0	0
It is important for us to be able to work together in order to make progress.	0	1
He says that he wants to be able to take care of himself and his family.	0	0
In many cases, people who are colorblind can see colors, but they are not as vibrant.	1	1
A significant number of people who live in poverty are children.	0	1
The poet laureate is an honorary position.	0	0
The rate of increase in the cost of living has been rising more rapidly in recent months.	0	0
In spite of the cold weather, the flowers are blooming.	0	0
Even if you're not doing anything wrong, you're being watched and monitored.	0	0
It is important to realize that not all change is good.	0	0
We examine the effect of family structure on child outcomes.	0	1
It was very cold last night.	0	0
James was so engrossed in his book that he didn't hear his mother come in.	0	0
My kids might go to the same school as Bill Gates' kids.	1	1
The students in the lower-level classes are not being challenged enough.	0	0
I didn't realize how much I missed home until I moved away for college.	0	0
Since prehistoric times, people have been using geometry to study the world around them.	0	1
I really don't like that idea.	0	0
He must have been angry.	0	1
No worries, I am just having the usual advisor problems.	1	1
I didn't realize that I had left my phone at home.	0	0
The novel was criticized for its violence and lack of redeeming social value.	0	0
I will go to the store, and then I will come home.	0	0
We should always be careful with what we say.	0	0
The fact that the law has not been enforced does not mean that it does not exist.	0	0
I'm not sure I can do this.	1	1
They were the only ones who could get the job done.	0	0
In a business setting, communication is essential for ensuring that tasks are completed efficiently.	0	0
The proposal was met with opposition.	0	0
I have to study for my math test.	0	0
We are not suggesting that this is the only way to improve the situation.	0	0
It's hard to tell what the consequences will be.	1	0
The sentence is grammatically correct.	0	0
The results of the study indicate that a majority of the participants had a positive reaction to the new treatment.	0	1
I am taller than my brother.	0	0
They were traveling by horse and wagon, and they had been on the road for days.	0	0
Even though he was rich, he was not happy.	0	0
The maid of the princess who scratched herself in public was terribly humiliated.	0	1
The quick brown fox jumps over the lazy dog.	0	0
I will study hard so that I can get into the college of my choice.	0	0
Sometimes people need a helping hand to get them back on their feet.	0	0
He told me he ate the leftovers yesterday.	0	1
Since I took office, Wisconsin now has the 2nd highest health care quality ranking in the country.	0	1
Her theory was based on the observation that people tend to help those who are similar to them.	0	0
I will not be moving with my partner to the new job.	0	1
If a cell does not have a nucleus, it is not considered to be alive.	0	0
They may not be able to see the forest for the trees.	1	0
We will be leaving at noon.	0	0
We must act to save the company.	0	0
We need to take immediate action to deal with the problem of global warming.	0	0
Angie broke the news to her grandma that she has cancer.	0	1
As the cost of living continues to rise, it is likely that more and more people will be finding it difficult to make ends meet.	0	0
The rock band became famous for their unique sound.	0	0
Even though she was only five years old, she was very precocious.	0	0
This seminar is full now, but interesting seminars are being offered next quarter too.	0	0
I'm not saying that I don't like her work, but I don't think it's very good.	0	0
They would have failed.	0	1
All students must complete a writing assignment by the end of the semester.	0	0
A study conducted by researchers at the University of Michigan found that people who consume a lot of fast food are more likely to be depressed.	0	1
This isn't just a simple task.	0	1
The study found that people who slept for less than 7 hours a night were more likely to suffer from depression.	0	1
The new shopping center is set to open in September, and it will bring in over 500 new jobs.	0	0
The analysis makes the assumption that there is no change in government policy.	0	0
It is imperative that the city should have a fire department.	0	1
It's not fair.	0	0
The number of people who are aware of the problem will increase.	0	0
In spite of the evidence, the lawyer argued that his client was not guilty.	0	0
He chose the right side of the fork.	0	1
The theory that our universe is but one of an infinite number of parallel universes is gaining credence with scientists.	0	0
The temperature may not be high enough to trigger a reaction.	1	0
We can't wait to see what will happen.	0	1
The instructions were as clear as mud.	1	0
Maria wanted to try out for the soccer team, but her parents wouldn't let her.	0	0
The purpose of this paper is to explore the link between reading ability and employment outcomes.	0	1
The data collected in the study showed that there was a correlation between sleep deprivation and poor grades.	0	0
I have a fear of heights, so I avoid looking down from tall buildings.	0	0
She wants to work with Dr. Smith, the professor with the largest lab in the department.	1	0
The tennis player won the match when her opponent was forced to retire due to an injury.	0	0
The school will be closed tomorrow due to the storm.	0	1
I have a lot of friends who are artists.	0	1
The author's purpose in writing this book is to persuade the reader to adopt a new way of thinking.	0	0
