text	is_ambiguous	ambig_status
Give me an ax.	0	0
Show me the light feathers.	1	1
The light feathers show me.	1	1
Me the show feathers light.	0	0
Show me the delight heathers.	1	0
Show me the bright heathers.	0	0
Show me the bright leathers.	1	0
Snow in the light leathers.	0	0
Show me the bright feathers.	1	0
Show me the not heavy feathers.	1	0
Show me the lightweight feathers.	1	0
Show me the delicate feathers.	1	0
Show me the telescope feathers.	1	0
Show me the big feathers.	1	0
Show me the wisdom feathers.	1	0
Show me the random feathers.	1	0
We saw her duck.	1	1
Her duck was seen by us.	0	1
Duch saw we her.	0	0
We saw her luck.	1	0
We saw her truck.	0	0
We saw her puck.	0	0
We saw her guck.	1	0
We saw her dodge.	1	0
We saw her swan.	0	0
We saw her mallard.	0	0
We saw her bow down.	1	0
We saw her telescope.	0	0
We saw her elephant.	1	0
We saw her rat.	0	0
We saw her ship.	1	0
I'm going to take a break from studying.	0	1
A break from studying is going to be taken by me.	0	1
From a is studying going break me by taken be taken to.	0	0
I'm going to take a bake from studying.	1	0
I'm going to take a cake from pudding.	1	0
I'm going to take a shake from looking.	1	0
I'm going to take a break from doodling.	0	1
I'm going to take a rest from studying.	1	0
I'm going to take a pause from studying.	0	0
I'm going to take a discontinuation from studying.	1	0
I'm going to take a break from working.	0	1
I'm going to take a telescope from studying.	0	0
I'm going to take an elephant from studying.	0	0
I'm going to take a captain from studying.	1	0
I'm going to take a rat food from studying.	1	0
Alice and Jon disagreed.	0	1
Jon and Alice disagreed.	0	1
Disagreed and Jon Alice.	0	0
Malice and Don concede.	0	0
Palace and Ron succeed.	0	0
Alice and Jon decreed.	0	0
Alyce and Ron disagreed.	0	1
Alice and Jon argued.	0	0
Alice and Jon debated.	0	0
Alice and Jon failed to agree.	0	0
The woman and the man disagreed.	0	1
Alice and Jon saw the telescope.	0	0
Alice and Jon ordered the men.	1	0
The man and the woman saw the elephant.	0	0
The man and the woman ate.	0	0
Give me the bat!	0	1
The bat give me!	1	1
Me the bat to give!	1	0
Give me the cat!	0	0
Give me the hat!	0	0
Give me the rat!	0	0
Give me the sat!	0	0
Give me the rattle-mouse!	1	0
Give me the baseball bat!	0	0
Give me the racket!	1	0
Give me the club!	0	1
Give me the telescope!	0	0
Give me the elephant!	1	0
Give me the woman!	1	0
Give me the pyjamas!	1	0
What you said is insane.	0	1
It is insane what you said.	1	1
Said insane you is what.	1	0
What you said is arcane.	0	0
What you said is mundane.	0	1
What you said is inane.	0	0
What you said is terrain.	1	0
What you said is crazy.	1	1
What you said is unbelievable.	1	1
What you said is outrageous.	0	1
What you said is irrational.	0	0
What you said is green.	1	0
What you said is wooden.	1	0
What you said is round.	1	0
What you said is silent.	0	0
Yesterday I went to the bank.	0	1
To the bank I went yesterday.	0	1
To the went yesterday bank I.	0	0
Yesterday I went to the tank.	1	1
Yesterday I went to the prank.	0	0
Yesterday I went to the blank.	1	0
Yesterday I went to the clank.	1	0
Yesterday I went to the financial institution.	0	0
Yesterday I went to the treasury.	0	0
Yesterday I went to the riverside.	0	0
Yesterday I went to the lakeshore.	0	0
Yesterday I went to the supermarket.	0	0
Yesterday I went to the museum.	0	0
Yesterday I went to the rainbow.	0	0
Yesterday I went to the telescope.	0	0
I can't find the glasses.	1	1
The glasses I can't find.	0	1
The I can't glasses find.	0	0
I can't find the passes.	0	0
I can't find the basses.	1	0
I can't find the wrasses.	1	0
I can't find the chasses.	0	0
I can't find the eyeglasses.	1	0
I can't find the drinking glasses.	0	0
I can't find the goggles.	0	0
I can't find the glassware.	0	0
I can't find the telescope.	0	0
I can't find the rainbow.	0	0
I can't find the dough.	0	0
I can't find the sofa.	0	0
He didn't see the picture of the disaster.	1	1
The picture of the disaster he didn't see.	1	1
Disaster He the see of didn't picture the.	1	0
He didn't see the stricture of the disaster.	1	0
He didn't see the depicture of the disaster.	0	0
He didn't see the mixture of the disaster.	0	0
He didn't see the fixture of the disaster.	1	0
He didn't see the image of the disaster.	1	1
He didn't see the vision of the disaster.	1	0
He didn't see the idea of the disaster.	1	0
He didn't see the painting of the disaster.	1	0
He didn't see the rain of the disaster.	1	0
He didn't see the movie of the disaster.	1	0
He didn't see the warnings of the disaster.	0	0
He didn't see the telescope of the disaster.	0	0
