text	is_ambiguous	disambiguations
The man saw the woman with the present.	true	['The man saw the woman who had the present, The man saw the woman with a present.']
The man saw the woman with the dophin.	true	['The man saw the woman who was with the dolphin, The man saw a dolphin with the woman.']
The man saw the woman with the suitcase.	true	['The man saw the woman who was carrying the suitcase, The man saw the woman and the suitcase together at the same time.']
The man saw the woman with the gyroscope.	true	['The man saw the woman who was holding or operating a gyroscope, The man saw the woman with a gyroscope, possibly a device or object she was wearing or carrying.']
The man saw the woman with the horoscope.	true	['The man saw the woman who had a horoscope (astrology), or The man saw the woman with a horoscope chart (astrology chart)']
The scientist saw the woman with the telescope.	true	['The scientist saw a woman who was using a telescope, The scientist used a telescope to see a woman.']
The guy saw the woman with the telescope.	true	['The guy saw the woman who was using the telescope, The guy saw the woman with the telescope, she was holding.']
John saw the woman with the telescope.	true	['John saw a woman who was using a telescope, John saw a woman who was looking at something through a telescope']
Alex saw the woman with the telescope	true	['Alex saw a woman who was using a telescope, Alex saw a woman who was looking through a telescope that he had']
Mary saw the woman with the telescope.	true	['Mary saw a woman who was using a telescope, Mary saw a woman who was looking at something through a telescope that Mary saw.']
Jenny saw the woman with the telescope.	true	['Jenny saw a woman who was using a telescope, Jenny saw a woman who was looking at something with a telescope']
The nurse saw the woman with the telescope.	true	['The nurse saw the woman who was using the telescope, The nurse saw the woman with the telescope, observing something or someone else.']
The detective saw the woman with the telescope.	true	['The detective saw a woman who was using a telescope, The detective saw a woman who was looking at something through a telescope']
The child saw the woman with the telescope.	true	['The child saw a woman who was using a telescope, The child saw a woman who was being looked at through a telescope.']
The student saw the woman with the telescope.	true	['The student saw a woman who was using a telescope, The student saw a woman who was looking at something through a telescope']
The teacher saw the woman with the telescope.	true	['The teacher saw a woman who was using a telescope, The teacher saw a woman who was being pointed out or shown something using a telescope.']
The woman saw the woman with the telescope.	true	['The woman saw a woman who was using a telescope, The woman saw a woman with a telescope (i.e., a woman who has a telescope)']
The girl saw the woman with the telescope.	true	['The girl saw a woman who was using a telescope, The girl saw a woman who was looking at something through a telescope.']
The boy saw the woman with the telescope.	true	['The boy saw a woman who was using a telescope, The boy saw a woman who was being looked at by a telescope.']
The mother saw the woman with the telescope.	true	['The mother saw a woman who was using a telescope, The mother saw a woman who was the owner of a telescope.']
The father saw the woman with the telescope.	true	['The father saw a woman who was using a telescope, The father saw a woman who was the subject of a telescope (e.g. a statue or a painting)']
The artist saw the woman with the telescope.	true	['The artist saw a woman who was using a telescope, The artist saw a woman who was looking at something through a telescope.']
The explorer saw the woman with the telescope.	true	['The explorer saw a woman who was using a telescope, The explorer saw a woman who was being looked at through a telescope.']
The king saw the woman with the telescope.	true	['The king saw a woman who was using a telescope, The king saw a woman who was being looked at by someone using a telescope.']
The queen saw the woman with the telescope.	true	['The queen saw the woman who was using a telescope, The queen saw the woman who was holding a telescope.']
The weather saw the woman with the telescope.	true	"[""The weather (the atmospheric conditions) observed the woman using the telescope, The weather (a person's mood or temperament) saw the woman with the telescope (i.e., the weather was pleasant or unfavorable) and the woman was using a telescope.""]"
The window saw the woman with the telescope.	true	['The window had a window saw (a type of tool) that was used to see the woman with the telescope, The window (the opening in the wall) saw the woman with the telescope through the telescope.']
The ocean saw the woman with the telescope.	true	['The ocean, as a vast body of water, observed the woman with the telescope; The ocean, as a personified entity, saw the woman with the telescope.']
The alike saw the woman with the telescope.	true	['The alike (e.g. two people or things) saw the woman using a telescope, or The alike (e.g. a pair of eyes) saw the woman through the telescope.']
The plant saw the woman with the telescope.	true	['The plant, a living organism, saw the woman with the telescope (using its senses); The plant, a device, saw the woman with the telescope (using its optical component to magnify the view)?']
