text	is_ambiguous	disambiguations
The tan saw the woman with the telescope.	yes	['The tan is the one using the telescope to look at the woman, The woman has a tan and is being looked at through the telescope']
The van saw the woman with the telescope.	yes	['The van saw a woman who was using a telescope, The van saw a woman with a telescope attached to the van']
The pan saw the woman with the telescope.	yes	['The pan saw the woman with the telescope, The pan saw the woman who was using the telescope to look at something.']
The man saw the student with the telescope.	yes	['The man saw a student who was using a telescope, The man saw a student with a telescope owned by the man himself']
The man saw the guy with the telescope.	yes	['The man saw the guy who was using a telescope, The man saw a guy who had a telescope.']
The man saw John with the telescope.	yes	['The man saw John with a telescope that he was holding, The man saw John through a telescope']
The man saw Alex with the telescope.	yes	['The man saw Alex with a telescope that Alex is holding, The man saw Alex who is looking through the telescope']
The man saw Mary with the telescope.	yes	['The man saw Mary with the telescope, The man saw Mary who was using the telescope']
The man saw Jenny with the telescope.	yes	['The man saw Jenny with the telescope, The man saw Jenny who was using the telescope']
The man saw the nurse with the telescope.	yes	['The man saw a nurse who was using a telescope, The man saw a nurse while looking through a telescope']
The man saw the detective with the telescope.	yes	['The man saw the detective with a telescope (the detective is holding a telescope), The man saw the detective who was using a telescope to observe something']
The man saw the scientist with the telescope.	yes	['The man saw a scientist who was using a telescope, The man saw a scientist with a telescope that he was using']
The man saw the child with the telescope.	yes	['The man is using the telescope to look at the child, The child is using the telescope to look at something else.']
The man saw the teacher with the telescope.	yes	['The man saw the teacher using a telescope, The man saw the teacher who was looking through a telescope with the man']
The man saw the man with the telescope.	yes	['The man saw a man who was using a telescope, The man saw a man with a telescope']
The man saw the girl with the telescope.	yes	['The man saw the girl who was using the telescope, The man saw the girl with the telescope, she was holding it.']
The man saw the boy with the telescope.	yes	['The man saw the boy who was using the telescope, The man saw the boy with something that he was holding, namely a telescope']
The man saw the mother with the telescope.	yes	['The man saw the mother with a telescope, The man saw the mother who was using a telescope to look at something.']
The man saw the father with the telescope.	yes	['The man saw his father using a telescope, The man saw a man named Father with a telescope']
The man saw the king with the telescope.	yes	['The man saw the king with a telescope, The man saw the king who was using a telescope']
The man saw the queen with the telescope.	yes	['The man saw the queen with the telescope (the queen is the person being observed), The man saw the queen using the telescope to observe something else']
The man saw the artist with the telescope.	yes	['The man saw the artist who was using the telescope, The man saw the artist with the telescope to look at something else.']
The man saw the explorer with the telescope.	yes	['The man saw the explorer with a telescope, The man saw an explorer who was using a telescope to look at something.']
The man saw the mountain with the telescope.	yes	['The man used a telescope to look at the mountain, The man saw a mountain that had a telescope on it']
The man saw the ocean with the telescope.	yes	['The man is using the telescope to look at the ocean, The man is using the telescope to look at something else that is near the ocean']
The man saw the city with the telescope.	yes	['The man used the telescope to look at the city, The city is being referred to as the object being looked at through the telescope']
The man saw the beer with the telescope.	yes	['The man saw the beer with the telescope, The man saw the man with the beer through the telescope']
The man saw the ruins with the telescope.	yes	['The man saw the ruins through the telescope, The man saw the telescope in the ruins with the telescope.']
The man saw the rain with the telescope.	yes	['The man used a telescope to look at the rain, The man saw the rain through the telescope (as in, the telescope was pointing at the rain)']
The man saw the weather with the telescope.	yes	['The man saw the weather with a telescope, The man saw the weather through the telescope']
The man saw the hello with the telescope.	yes	"[""The man saw a greeting with the telescope, The man saw something with the name 'Hello' through the telescope""]"
The man saw the bee with the telescope.	yes	['The man used the telescope to see the bee, The man saw a bee that was using the telescope']
The man saw the popcorn with the telescope.	yes	['The man saw the popcorn with his telescope, The man saw popcorn that he was looking at through his telescope']
The man saw the diamond with the telescope.	yes	['The man saw a diamond through the telescope, The man saw a diamond that was with the telescope']
The man saw the happy with the telescope.	yes	['The man saw a happy person with the telescope, The man saw a happy event or a happy object with the telescope']
The man saw the metal with the telescope.	yes	['The man saw a metal object through the telescope, The man saw a metal object that was in the telescope']
The man saw the orange with the telescope.	yes	['The man saw an orange through the telescope, The man saw an orange that was with the telescope']
The man saw the hair with the telescope.	yes	"[""The man saw a hair on someone's head with the help of a telescope, The man used a telescope to observe a hair (like a strand of hair from a distant star or a celestial body) with the telescope's capabilities.""]"
The man saw the linen with the telescope.	yes	['The man is using a telescope to see the linen, The man is using the linen to make something and is looking at it through a telescope']
The man saw the kitchen with the telescope.	yes	['The man saw the kitchen with a telescope that is located in the kitchen, The man saw a kitchen that he is looking at through a telescope from a distance']
The man saw the listen with the telescope.	yes	['The man saw someone named Listen with the telescope, The man saw something called Listen with the telescope']
The man saw the given with the telescope.	yes	['The man saw the given thing/object with the telescope, The man saw the given person with the telescope using the given telescope as a tool.']
The man saw the smitten with the telescope.	yes	['The man saw the smitten person with a telescope, The man saw the smitten with a telescope to observe the stars']
The boy saw the girl with the telescope.	yes	['The boy saw a girl who was using a telescope, The boy saw a girl with a telescope that the boy owned/possessed.']
The artist saw the king with the binoculars.	yes	['The artist is using binoculars to look at the king, The king is holding binoculars and the artist is seeing him.']
The teacher saw the student with the phone.	yes	['The teacher saw the student who was holding a phone, The teacher saw the student with a phone, which the student was using/possessing.']
Alex saw Jenny with the camera.	yes	['Alex saw Jenny with the camera, Alex saw the camera with Jenny']
John saw Mary with the spyglass.	yes	['John saw Mary with a spyglass, John saw Mary while using a spyglass to look at something else']
Jenny saw Alex with the camera.	yes	['Jenny is holding the camera with Alex, Alex is holding the camera that Jenny saw']
The king saw the queen with the telescope.	yes	['The king saw the queen with the telescope, The king saw the queen who was using the telescope']
The scientist saw the artist with the telescope.	yes	['The scientist saw the artist with a telescope, The scientist saw the artist who was using a telescope to look at something.']
The biologist saw the student with the telescope.	yes	['The biologist saw the student with a telescope, The biologist saw a student who was looking through a telescope']
The chemist saw the student with the microscope.	yes	['The chemist saw the student with the microscope, The chemist saw the student who had a microscope.']
The hunter saw the queen with the binoculars.	yes	['The hunter is using binoculars to see the queen, The queen is wearing binoculars as an accessory.']
The boy saw the girl with the telescope.	yes	['The boy saw a girl who was using a telescope, The boy saw a girl who was with someone who was using a telescope']
The girl saw the queen with the camera.	yes	['The girl is holding a camera and saw the queen, The queen is holding a camera and the girl saw her']
The girl saw the boy with the camera.	yes	['The girl is holding the camera, The girl is looking at the boy with a camera']
The detective saw the king with the spyglass.	yes	['The detective saw the king with a spyglass, The detective saw the king using a spyglass to look at something else.']
The boy saw the detective with the spyglass.	yes	['The boy saw a detective who was using a spyglass, The boy saw a detective with a person who was using a spyglass']
The student saw the teacher with the phone.	yes	['The student saw the teacher with a phone, The student saw the teacher who was holding a phone']
The boy saw the detective with the monoscope.	yes	['The boy saw a detective using a monoscope, The boy saw a detective who is wearing a monoscope']
The boy saw the girl with the glasses.	yes	['The boy saw a girl who was wearing glasses, The boy saw a girl with glasses as an accessory or companion.']
Alex saw the king with the glasses.	yes	['Alex saw the king with the glasses, Alex saw the king, and the king was wearing glasses']
Alex saw the telescope with the king.	yes	['Alex saw the telescope with the king, Alex saw the king with the telescope']
The boy saw the girl with the dress.	yes	['The boy saw the girl wearing the dress, The boy saw the girl with a dress on her.']
The woman saw the boy with the car.	yes	['The woman saw the boy who was driving the car, The woman saw the boy with the car as a possession or object.']
The telescope saw the girl with the dress.	yes	['The telescope saw a girl wearing a dress, The dress was worn by a girl who was seen by the telescope']
The telescope saw the dog with the house.	yes	['The telescope saw a dog that was standing next to a house, The telescope saw a house that had a dog in it.']
The chemist saw the telescope with the girl.	yes	['The chemist is using a telescope to observe the girl, The chemist is observing the girl while holding a telescope with her.']
The hunter saw the detective with the gloves.	yes	['The hunter is wearing gloves, The detective is wearing gloves']
The telescope saw the astronaut with the present.	yes	['The telescope saw the astronaut with a present (gift), The telescope saw the astronaut who is currently present (in space) with the present (the planet or celestial body it is observing) ']
The girl saw the queen with the box.	yes	['The girl saw the queen with a box that belonged to the queen, The girl saw the queen who was holding a box']
The artist saw the house with the curtains.	yes	['The artist saw a house with curtains, The artist saw a house that has curtains as part of it (e.g., a house with a curtain wall)']
The boy saw the telescope with the keys.	yes	['The boy saw a telescope that belonged to someone with the keys, The boy saw a telescope with keys attached to it']
The man saw the telescope with the suitcase.	yes	['The man saw the telescope with the suitcase, The man saw a telescope that was with the suitcase']
The queen saw the king with the bracelet.	yes	['The queen saw the king wearing the bracelet, The queen saw the king and the bracelet together (i.e., the queen saw the king and the bracelet in the same location)']
The woman saw the scientist with the book.	yes	['The woman saw a scientist who was holding a book, The woman saw a scientist with a book about the woman herself.']
The man saw the student with the suitcase.	yes	['The man saw the student with a suitcase belonging to the student, The man saw the student who was with the person having the suitcase']
The can saw the linen with the telescope.	yes	['The can saw the linen with the telescope (a can of food saw linen with the help of a telescope), The can (a device used to hold and open a can) saw the linen (a piece of fabric) with a telescope (a device used to magnify distant objects)']
The man saw the linen with the gyroscope.	yes	['The man saw a linen cloth with a gyroscope attached, The man saw a linen fabric with a gyroscope nearby']
The tan saw the kitchen with the telescope.	yes	['The tan (a color) is being used to describe the kitchen with the help of a telescope, The tan (a person) is using a telescope to see the kitchen']
The van saw the linen with the telescope.	yes	['The van is equipped with a telescope, The van saw a linen with the help of a telescope']
The man saw the given with the horoscope.	yes	"[""The man saw the given horoscope with the man's horoscope, The man saw a given horoscope with the man's given""]"
She fed her cat food.	yes	['She fed food to her cat, She fed food to a cat she owns']
She fed her cat food.	yes	['She fed her cat food to the cat, She fed food to her cat']
Cat fed her he food.	yes	['Cat fed her the food, Cat fed food to her']
She fed her cat food.	yes	['She fed her cat food to the cat, She fed food to her cat as a general action']
The girl fed her cat food.	yes	['The girl is feeding her cat food, The girl is feeding her cat, the food being referred to is her own.']
The woman fed her cat food.	yes	['The woman is feeding her cat food, The woman is feeding her cat wearing food as a costume']
The mother fed her cat food.	yes	['The mother fed food to her cat, The mother ate food herself and fed food to her cat']
Mary fed her cat food.	no	[]
Amalie fed her cat food.	no	[]
The nurse fed her cat food.	yes	"[""The nurse fed her cat food as a regular meal, The nurse used food as a metaphor to describe something else (e.g. a metaphorical 'food' for thought) for her cat.""]"
The singer fed her cat food.	yes	['The singer is feeding her cat food, The singer is feeding her cat to someone else (e.g. another person) as food.']
The detective fed her cat food.	yes	['The detective fed her cat food, The detective fed food to her cat']
The child fed her cat food.	yes	['The child fed the cat food to the child, The child fed the child food to the cat']
The scientist fed her cat food.	yes	"[""The scientist is feeding the cat, The scientist is feeding herself (and the cat is food)'""]"
The teacher fed her cat food.	yes	['The teacher fed her cat food, The teacher fed food to her cat']
The student fed her cat food.	yes	['The student fed food to their cat, The student ate food as their cat']
The astronaut fed her cat food.	yes	"[""The astronaut is feeding their own cat, The astronaut is feeding someone else's cat""]"
The hero fed her cat food.	yes	['The hero, a cat, fed the cat food; The hero fed the food to a cat.']
Jodephine fed her cat food.	yes	['Jodephine fed her cat food to the cat, Jodephine fed food to her cat as a human would normally feed a cat (i.e., by placing it in a food dish)']
Helen fed her cat food.	yes	['Helen fed her cat food, Helen fed her cat, the food being referred to is not specified.']
The teen fed her cat food.	yes	"[""The teen is feeding the cat, The teen is feeding herself with cat food as her name is 'cat'.""]"
The mother fed her cat food.	yes	['The mother fed her cat food, The mother fed her child food']
The artist fed her cat food.	yes	['The artist is feeding her cat food, The artist is feeding food to her cat']
The rainbow fed her cat food.	yes	['The rainbow is feeding her cat food, The cat is eating food from the rainbow']
The pillow fed her cat food.	yes	['The pillow is a pet feeder, The pillow is a pillow that fed her cat food manually.']
The notes fed her cat food.	yes	"[""The notes refer to a type of food that a cat eats, and 'her' refers to the cat, or The notes are a type of food that a person eats, and 'her' refers to the person who is feeding the cat.""]"
The garden fed her cat food.	yes	['The garden provided food for her cat, The garden is a source of food for her cat.']
The keys fed her cat food.	yes	['The keys are feeding her cat food, The keys are used to open something that contains cat food']
The telescope fed her cat food.	yes	['The telescope fed the cat food, The cat fed the telescope food']
The laptop fed her cat food.	yes	['The laptop fed cat food to her cat, The laptop was fed cat food by her.']
The keys fed her cat food.	yes	['The keys are feeding the cat, The keys are used to open something that dispenses cat food']
The green fed her cat food.	yes	['The green is a person who fed her cat food, The green fed food to a cat that belongs to her.']
The glass fed her cat food.	yes	['The glass fed her cat food (a glass container fed the cat food), The glass (the material) fed her cat food (the cat food was made of glass)']
The elephant fed her cat food.	yes	['The elephant fed the cat food that it was supposed to feed, The elephant fed its own food to the cat']
The banana fed her cat food.	yes	['The banana is food for her cat, The banana is the one that fed her cat.']
The window fed her cat food.	yes	['The window is a pet feeder, The window is a surface that the cat is eating from']
The door fed her cat food.	yes	['The door is a pet store that fed her cat food, The door is a container that held cat food and fed her cat.']
The table fed her cat food.	yes	['The table is a pet and it fed her cat food, The table is an object and it was used to feed her cat food.']
Tree fed her cat food.	yes	['Tree provided food for her cat, Tree was a source of food for a cat that was fed by her']
Sea break fed her cat food.	yes	['Sea break fed her cat food (a sea breaking, causing food to be fed to a cat), Sea break (a person named Sea) fed her cat food (a person named Sea is feeding a cat)']
See orange fed her cat food.	yes	"[""See is a verb meaning to observe or view, See is a preposition meaning to look at something, so the sentence could be interpreted as either 'to observe her cat food' or 'to look at her cat food'.""]"
Thee fed her cat food.	yes	"['Thee is a pronoun referring to the speaker, Thee is feeding her own cat food, The cat is being fed by someone else', ""Thee is a pronoun referring to someone else, Thee is feeding that person's cat food""]"
Bee fed her cat food.	yes	['Bee fed her cat food as cat food, Bee fed her cat food as a type of food that cats eat.']
She fed her rat food.	yes	['She fed food to her pet rat, She fed food to her rat as a verb (e.g. a chef feeding food to customers) in a restaurant or other establishment where rats are present.']
She fed her dog food.	yes	['She fed her dog food as a regular meal, She fed her dog food as a treat or snack']
She fed her horse food.	yes	"[""She fed her horse food and the horse was wearing food, She fed her horse food that is the horse's food (e.g. horse food pellets) and not wearing it.""]"
She fed her fish food.	yes	['She fed her fish, She fed food to her fish']
She fed her duck food.	yes	['She fed her duck food for her to eat, She fed food to her duck as food.']
She fed her pig food.	yes	['She fed her pet pig food, She fed food to a pig that belongs to her']
She fed her rabbit food.	yes	['She fed her rabbit food for the rabbit to eat, She fed food to her rabbit as a treat or snack.']
She fed her chicken food.	yes	['She fed her chicken, the animal; She fed her chicken, the food product.']
She fed her kitten food.	yes	['She fed her kitten food to the food, She fed food to her kitten']
She fed her puppy food.	yes	['She fed her puppy food to the puppy, She fed food to her puppy and then fed the food to someone else or something else.']
She fed her hen food.	yes	['She fed food to her pet hen, She fed food to a hen that belongs to her (e.g. a farm or a backyard) or is her own (e.g. a pet) hen.']
She fed her monkey food.	yes	"[""She fed her pet monkey food, She fed a monkey food that belongs to her (e.g. a pet or a friend's) as a form of charity or donation.""]"
She fed her turtle food.	yes	['She fed her turtle food for her turtle to eat, She fed food to her turtle.']
She fed her parrot food.	yes	['She fed her parrot food for her parrot, She fed food to her parrot.']
She fed her bird food.	yes	['She fed her pet bird food, She fed food to her bird, a bird that she owns or cares for.']
She fed her hamster food.	yes	['She fed her hamster food, She fed food to her hamster.']
She fed her ferret food.	yes	['She fed her pet ferret food, She fed her ferret food for her own consumption']
She fed her lizard food.	yes	['She fed her pet lizard food, She fed lizard food to her pet.']
She fed her puppy food.	yes	['She fed her puppy food for her puppy, She fed food to her puppy.']
She fed her snake food.	yes	['She fed her pet snake food, She fed snake food to her animal companion (not necessarily a snake) and the snake is the food being referred to.']
She fed him cat food.	yes	"[""She fed her cat (a cat as a pet), She fed him cat food (cat food as a type of food)'""]"
She fed her chinese food.	yes	['She fed her food that is Chinese cuisine, She fed food to someone named Chinese.']
She fed her house food.	yes	['She fed her house food, She fed her pet food']
She fed her telescope food.	yes	['She fed her telescope with food, She fed her pet animal food']
She fed her keys food.	yes	['She fed her keys to food, She fed food to her keys']
She fed her tail food.	yes	"[""She fed her own tail food, She fed food to someone or something called 'her tail' (e.g. a pet or a nickname)""]"
She fed her galaxy food.	yes	['She fed her pet galaxy food, She fed food to a galaxy she owns/controls']
She fed her glass food.	yes	['She fed her glass a food item, She fed food to a glass container']
She fed her gold food.	yes	['She fed her pet goldfish, She fed her gold-colored food']
She fed her slow food.	yes	['She fed her food that was slow to eat, She fed food to someone who eats slowly']
She fed her fast food.	yes	['She fed her a fast food meal, She fed food to her quickly']
She fed her thai food.	yes	['She fed her food from Thailand, She fed food to someone named Thai']
She fed her good food.	yes	"[""She fed her pet food, She fed someone or something named 'good' food""]"
She fed her whiskers food.	yes	"[""She fed her cat's whiskers food, She fed food to something that has whiskers called 'her'.""]"
She fed her paw food.	yes	['She fed her pet food, She fed her hand food']
She fed her mat food.	yes	['She fed her pet (e.g. a cat or dog) food, She fed her a mat (e.g. a yoga mat) food']
She fed her cat stood.	yes	['She fed her cat and the cat stood, She fed her cat, and the cat stood up.']
She fed her hat food.	yes	['She fed her hat food, She fed food to her hat']
She fed her bat mood.	yes	"[""She fed her pet bat, She fed a bat in a 'mood' (e.g. a bad mood)""]"
She fed her cat brood.	yes	['She fed her cat a group of young cats, She fed a group of her cats, including kittens, as a mother cat would feed her brood.']
Helen fed her dog food.	yes	['Helen fed her dog food, Helen fed food to her dog']
Mary fed her dog food.	yes	['Mary fed her dog food, Mary fed food to her dog']
Anna fed her rabbit food.	yes	['Anna fed her pet rabbit food, Anna fed food to her rabbit as a human food source']
Mary fed her rabbit food.	yes	['Mary fed her rabbit food, Mary fed food to her rabbit']
Josephine fed her rabbit food.	yes	"[""Josephine fed her rabbit food, Josephine fed food to her pet rabbit named Rabbit named Josephine's pet rabbit named Josephine's rabbit Josephine's rabbit food""]"
The queen fed her rabbit food.	yes	"[""The queen fed her rabbit food for rabbits, The queen fed her rabbit food as a nickname for a pet rabbit named 'Food'.""]"
The queen fed her dog food.	yes	['The queen fed her dog food, The queen fed food to her dog.']
The artist fed her duck food.	yes	['The artist is feeding food to a duck, The artist is feeding food to a person named Duck as a nickname or surname.']
The queen fed her rabbit food.	yes	"[""The queen fed her rabbit food as food for the rabbit, The queen fed her rabbit (the queen's pet) food (as a subject)""]"
The queen fed her turtle food.	yes	['The queen fed her turtle food intended for turtles, The queen fed her pet turtle food as a treat or snack.']
The queen fed her hamster food.	yes	['The queen is the one feeding the hamster, The queen is feeding food to the hamster (which is not a typical food for a queen) or The queen is feeding her pet hamster food (which is a more common interpretation)']
The lady fed her rabbit food.	yes	['The lady is feeding the food to the rabbit, The lady is giving the rabbit food as a treat or toy.']
The mother fed her rabbit food.	yes	"[""The mother fed her rabbit food as the rabbit's food, The mother fed her rabbit food as food for the rabbit""]"
The mother fed her dog food.	yes	"[""The mother fed her dog food, The mother fed her dog, the food being referred to is the mother's own food.""]"
The woman fed her dog food.	yes	['The woman fed her dog food as food, The woman fed her dog food as a reward or treat.']
The woman fed her hamster food.	yes	"[""The woman is feeding her hamster food, The woman is feeding her a hamster food dish (e.g. a hamster food bowl) in a place where 'her' refers to a location other than her home.""]"
The princess fed her duck food.	yes	['The princess fed food to her duck, The princess fed food that is a duck.']
The princess fed her dog food.	yes	['The princess is feeding her dog food, The princess is feeding her dog as food.']
The princess fed her rabbit food.	yes	['The princess fed food to her pet rabbit, The princess fed food to her rabbit, which is a princess herself.']
The artist fed her rabbit food.	yes	['The artist is feeding her rabbit food, The artist is feeding food to her rabbit']
The artist fed his rabbit food.	yes	['The artist fed his pet rabbit food, The artist fed food to his rabbit companion']
The scientist fed his dog food.	yes	['The scientist is feeding his dog food, The scientist is feeding his dog, the food.']
The father fed his hamster food.	yes	['The father is feeding the hamster food, The father is eating hamster food as his meal.']
The scientist fed his duck food.	yes	['The scientist fed his pet duck food, The scientist fed duck food to his duck companion']
The telescope fed his telescope food.	yes	['The telescope is a device that feeds its own food, The telescope is fed food by someone/something else']
The scientist fed his rat food.	yes	['The scientist fed his rat food, The scientist used food to feed his rat']
The king fed his snake food.	yes	"[""The king is feeding the snake food, The snake is the king's pet and the 'king' is referring to the owner of the snake.""]"
The prince fed his telescope food.	yes	"[""The prince is feeding his telescope food, The prince is feeding food to his pet telescope named 'Telescope'.""]"
The artist fed his rat food.	yes	['The artist is feeding food to a rat, The artist is using rat food as an art medium or subject matter in his art.']
The man fed his dog food.	no	[]
The doctor fed his turtle food.	yes	['The doctor fed food to his pet turtle, The doctor fed food to a turtle that belongs to him']
Mary fed her chinese food.	yes	['Mary fed her food that is Chinese cuisine, Mary fed food that belongs to someone named Chinese (e.g. a person named Chinese) to her.']
Josephine fed her chinese food.	yes	['Josephine fed her a Chinese dish of food, Josephine fed food from China to her.']
Tom fed her chinese food.	yes	['Tom fed her Chinese food to a person named Chinese food, Tom fed Chinese food to a woman named her']
Mary fed her telescope food.	yes	"[""Mary is feeding a telescope with food, Mary is feeding an animal called 'telescope' (which is not a common practice) with food""]"
Tree fed her hat food.	yes	['Tree provided food to her hat, The hat was fed food by a tree']
Sea break fed her cat mood.	yes	"[""Sea break fed her cat mood, Sea break refers to a type of wave and mood refers to the cat's emotional state; Sea break fed her cat, Sea break refers to a type of food or snack and mood is a noun referring to the cat's emotional state""]"
See orange fed her vat stood.	yes	['See orange fed her vat stood, See a person named Orange fed her a vat stood']
Thee fed her rat brood.	yes	['Thee is referring to a person who fed a rat brood, Thee is referring to a person who fed her own brood of rats.']
Bee fed her fat food.	yes	['Bee fed her fat food (bee as a noun, referring to a type of insect, fed food) , Bee fed her food fat (bee as a verb, referring to a bee feeding something fat)']
Harry loves his pet turtle more than his wife.	yes	['Harry loves his pet turtle more than his wife, Harry loves his wife less than his pet turtle']
