text	is_ambiguous	ambig_status
I have to leave for my dentist's appointment in five minutes.	0	0
The company will be able to expand.	0	0
We use models to simplify complex systems.	0	0
The problem cannot be solved without a meeting.	0	0
Despite its faults, the new system is an improvement over the old one.	1	0
The organization needs to flatten its structure.	0	1
The coffee was so hot that it scalded his tongue.	0	0
It's eight o'clock.	0	0
The company and the union have been negotiating a new contract.	0	0
Mary's sister is shorter than her.	1	0
I saw the sequel.	1	0
He was not expecting the reading test to be so difficult.	0	0
The sound of the waves can be heard from the shore.	0	0
The ocean is not always peaceful.	1	0
The government has been investing more money in renewable energy for years.	0	0
The company already has stores in the US.	0	0
I went outside to investigate the noise.	0	0
Some people believe that extraterrestrial life exists in our solar system.	0	0
It is a good idea to take a break from work every few hours to avoid burnout.	0	0
There is a particular woman with a birth rate of once per year.	1	0
The man did not have straight hair.	0	0
I know who is lying.	1	0
The employees were not entitled to overtime compensation because they were required to attend mandatory training sessions outside of their regular work hours.	0	1
She said I can leave at 6pm.	0	0
The company has a no-questions-asked policy when it comes to returns.	0	0
He plays the violin beautifully.	0	0
The findings suggest that a major problem for the development of B2B EC is the lack of understanding of the mechanisms that underpin the development of relationships.	0	0
John opened the door before.	1	0
It is closed on Tuesdays.	0	0
The class will discuss how to write a persuasive essay.	0	1
The article is about the use of social media in the workplace.	0	0
Trying to please everyone is impossible.	0	0
The dog was very scared.	0	0
The man was charged with second degree murder.	0	1
Something tastes like fish.	1	0
There is no evidence that extraterrestrial life exists.	0	0
The country has not rebuilt its infrastructure after years of war.	0	0
I will be the only one wearing a pink dress.	0	0
If you're not careful, you won't pass your driving test.	0	0
We cannot be sure that the meeting will not be productive.	1	0
The tornado ripped the roof off the farmhouse.	0	0
The experts agree on this issue.	0	0
I think that the new software is user-friendly.	0	0
A small number of people were willing to take the risk.	0	0
Her tone of voice was not amused.	0	0
The middle class is getting smaller and the poor are getting poorer.	1	0
The poet laureate is a position given to a poet by a government or institution.	0	1
Many of the people who emigrated to the United States in the late 1800s were poor.	0	0
Some of the students turned in their homework on time.	0	1
He's the kind of guy who is a police officer.	0	0
All I'm asking is for you to listen.	1	0
We can move the rock if it's not too big.	1	0
There have been no problems with the new software program since it was installed.	0	0
He is not taller than I am.	1	0
The average human lifespan is not much different from 79 years.	0	0
I've seen that movie.	0	0
The high school students who were most likely to report drinking had more friends who did not drink.	1	1
Unauthorized access to data is a problem.	1	0
The dinosaurs did not die out because of a meteor.	0	0
Young entrepreneurs are very successful in the country.	0	0
I had to pull over to the side of the road.	0	1
His brother is shorter than him.	1	0
I was uninterested in the book, and didn't start it.	0	0
She would like to be there for him.	1	0
The job was not done.	1	0
The company will go bankrupt.	0	0
That's one of the reasons we wanted to kill you.	1	0
A good way to learn about other cultures is to read books about them.	0	0
His relationship to his teacher was revealed.	1	0
The athlete had to forfeit the game after testing positive for steroids.	0	0
The novel will be a great success.	0	0
The house reeked of rotting flesh.	0	0
They have never been convicted of crime in their lives.	0	0
The new method of data collection is designed to help scientists develop a better understanding of the climate system.	0	0
I sometimes take my coffee with cream and sugar.	0	1
The applicant must score 80% or higher.	0	0
The restaurant is serving a special menu for Valentine's Day.	0	0
The city was founded in the 17th century.	0	0
There are not many mistakes in the paper.	0	0
The jury returned a verdict of guilty for second degree murder.	0	1
The poet often uses simple language to create strong feelings in the reader.	0	0
It is surprising that no students wrote course evaluations.	0	0
He would not say something like that.	1	0
It is important to note that the study found no relationship between playing video games and academic performance.	0	0
Lilian has two balloons.	0	0
She's going to win the election.	0	0
The government is not always a reflection of the will of the people in a democracy.	1	0
The theory has been completely disproven.	0	0
Making time for exercise is difficult for most people.	0	0
I have a meeting with my boss in three days.	0	0
In quantum mechanics, a black hole is a region of spacetime from which nothing, not even light, can escape.	0	0
I took two aspirin and now my headache is gone.	0	0
She was happy.	0	0
A third of Americans have a negative view of the news media.	0	1
The employees were not happy because the company was doing well.	1	1
The number of job openings has not increased in every state.	1	0
The pattern on the snake is uniform across the body.	0	0
The theory goes that the more money people have, the more they will spend.	0	0
The company has been losing money for the past year.	0	0
The Seven Years' War was not the only reason for the American Revolution.	1	0
It is noon.	0	0
With the new software, we will be able to provide a more efficient service.	0	0
The animal was not in the accident.	0	0
I was hoping to get a new phone for my birthday.	0	0
Some of the company's employees have not adhered to the code of conduct.	0	0
You should do what I say.	1	0
He was passed over for the promotion.	1	0
If an employee is not fired for cause, the employer is required to give the employee a severance package.	0	0
I never feel more comfortable than when I am at home.	0	0
We have a good understanding of the problem.	1	0
If it had not been raining, I would have gone outside.	1	0
It is unclear whether the company will be able to survive this setback.	1	0
The professor’s thesis was very controversial.	1	0
I was not going to study abroad in France next semester.	0	0
A company's primary responsibility is to make a profit.	0	0
The novel is worth the time it takes to read it.	0	0
The treatment is not effective.	1	0
A project shouldn't be undertaken unless its benefits are clear.	0	0
They got pulled over because they were driving too fast.	0	0
This is the best way to solve the problem.	0	0
I have to pick up my kids from school at 3:00, and then I have a meeting with my boss.	0	0
Cells are the basic unit of structure and function in living things.	0	0
The new CFO is very detail-oriented.	0	0
I am a social person.	1	0
The acceleration during the first second is greater than the acceleration during the second second.	0	0
He was appointed to the position.	0	1
He's one of the best basketball players in the world.	0	0
There are many things you need in order to make a cake.	0	0
He was drunk.	1	0
Her novel is well-liked.	0	0
We decided to plant trees on the south side of the house.	0	0
The company will become more profitable.	0	0
The moon is not made of green cheese.	0	0
Pork and grains were not banned.	0	0
This year has been a trying one for the country because of a devastating hurricane and an ongoing drought.	0	0
They are friends.	0	0
Giving up is not an option.	0	0
I think that it is a great idea.	1	0
The board of directors has not approved the decision.	0	0
The study found that participants who were given the drug improved their long-term memory.	0	0
In order to make a cake, you need a recipe.	0	0
I do not want to help.	0	0
I started playing the violin when I was five years old.	0	0
You are not taller than me.	1	0
They won't come now.	0	1
The cat was not stuck in the tree.	0	0
He is the only one who can tell the whole story.	0	0
It is not time to sleep.	1	0
People who contract the virus will experience only mild or moderate symptoms.	0	1
She was possessed by a demon.	1	0
The main goal is to find a way to prevent cancer.	0	0
I'll be impressed if you get his T shirt.	1	1
I'm anxious about what my teacher will say when she grades my paper.	0	0
The tablecloth was pristine white before the coffee spilled all over it.	0	0
There is no way to stop them.	1	0
We cannot anticipate everything.	1	0
The margin of victory was very small.	0	0
He was a cruel ruler and was greatly loved by his people.	1	0
We need to avoid a future where we are all struggling to survive.	0	0
"There is a great deal of variation in how people use and understand the term \""family.\"""	1	0
The company's stock prices have been falling for months.	0	0
It's not always easy to stay optimistic.	1	0
Other people may have told her the same thing.	0	0
The tax imposed by this chapter shall not be less than $50.	0	0
The position was not accepted because it didn't pay enough.	0	0
The worst thing about the job is the people I work with.	0	0
I think that we can all agree that this is a solution.	1	0
The athlete will not be disqualified from the competition.	0	1
I have a meeting with my boss in an hour.	0	0
We should all become fluent in every language.	0	0
The flu virus is spreading rapidly.	0	1
The new drug is an effective treatment for cancer.	0	0
Students should be prepared for the real world by our current education system.	0	0
Language barriers make it hard to work together.	1	0
She wants to work with the professor with the best reputation in the department.	0	1
She was not related to me.	0	0
You will be able to figure it out.	1	1
We should work together to improve the world we live in.	0	0
The maximum dosage for this medication is four pills per day.	0	0
We must take action to prevent the world from crumbling.	0	0
There are other options.	0	0
In this class, we will be discussing how to find sources for a research paper.	0	0
Poverty and poor health are linked.	0	0
She was behind because of all her work.	1	0
If you want to gain weight, you should exercise more.	0	0
The company's new CEO is planning to implement major changes in the company's marketing strategy.	0	0
In order to get experience, you need to have a job.	0	0
She wept because the flowers were so beautiful.	0	0
He was standing close to her.	0	0
Diving was banned in places other than Mykonos.	0	0
Giving up is the best way to make the world a better place.	1	0
The sales team deserves credit for the company's success.	1	0
It had been a long time since the soldier had seen his family.	0	0
The property had not been zoned for commercial use.	0	0
The turkey is alive.	0	0
Reducing the carbon footprint is important.	0	0
I drank alcohol yesterday.	0	0
The company's expansion into new markets is the reason why its profits have tripled.	0	0
The President is not required to comply with the law.	0	1
I plan to finish writing the book.	0	0
It's one thing to say you're sorry, but it's another thing to actually mean it.	1	0
The box can be locked.	0	0
They are both like their father.	1	0
She told me two weeks ago.	1	0
The purpose of this paper is to explore the feasibility of a new approach to the problem of poverty.	0	0
The cashier counted out my change and put it in the cash register.	0	0
Reading to children frequently leads to better reading comprehension skills.	0	0
Most students who go to college finish within four years.	0	0
An increase in the money supply is not the only cause of inflation.	1	0
I found the professor's lecture to be very enlightening.	0	0
The company's sales increased by 3 percent last quarter.	0	1
Web pages are not simple.	1	0
Her grandmother was very close to her.	1	1
The new theory is correct.	0	0
The athlete trained hard so that he could win the silver medal.	0	0
The economy will rebound.	0	0
What we need is a change in policy.	1	1
He's drawing on the bus.	0	1
Students are only required to wear uniforms in my class.	0	0
The groups also have many differences.	1	0
The athlete stretched her legs.	0	0
The company's new policy is unfair to employees.	1	0
The town has a high unemployment rate.	0	0
The government has been accused of corruption.	1	0
He is the best in the league.	1	0
It is not unheard of for a business to make a loss in its first year.	0	1
Let me think about it and I'll get back to you.	0	0
I was looking for my glasses.	0	0
The judge was not disposed to be harsh.	1	0
Theories are always subject to change.	0	0
The painting is an imitation of the original.	1	0
The accused was not at the scene of the crime.	0	0
The recession is causing the stock market to crash.	0	0
The vice president does not know the exact location of every piece of equipment.	0	0
The board of directors is meeting to discuss the company's future.	0	0
He decided to keep walking because he was very tired.	0	0
Only Maya likes the way she dresses.	0	1
I try to avoid talking to people when I'm in a good mood.	0	0
The media holds the powerful accountable.	0	1
There is a lot of excitement for the new movie.	0	0
The darkness was like a fog.	1	0
The proposal is to build a new school on the outskirts of the city.	0	0
I saw a bird on my walk.	0	0
The layoffs are not a direct result of the new tariffs.	0	0
He was my brother.	0	1
They solved it together.	1	0
The new boss is going to be terrible.	1	0
The princess was killed in the battle.	0	0
Other countries spend less money on health care than the United States.	0	0
You are not alone in this struggle.	1	0
The family was not homeless before the fire.	0	0
The athlete will receive a silver medal.	0	0
The picnic tomorrow is canceled.	0	0
The crowd looked at the man on the stage.	0	0
He is not interested in the meeting.	0	0
I don't drink coffee.	0	0
Her decision would have an impact on the company.	0	0
The new method is based on the principle that each person is a principle of existence.	1	0
Many of the state's top performing students will be unable to continue their education at the university without a change in the system.	1	0
It is not clear whether the device will be able to process data as quickly as the fastest computer.	1	0
Trying a different strategy would be good.	1	1
The economy is doing well.	1	0
I am interested in buying a new house.	0	0
Extraterrestrial life does not exist in our universe.	0	0
The family in the novel is very wealthy.	0	0
The poet had a beautiful way with words.	0	0
Our team is the best in the league.	0	0
The ballerina gracefully leapt across the table.	0	0
The company has experienced steady growth since it was founded.	0	0
I think the glass is half full.	1	1
Everyone else knew about it, but he didn't.	1	0
The explosion was caused by a gas leak.	0	0
The destruction of the rainforest is a very major environmental problem.	0	0
It is 5 p.m.	0	0
The company is looking for new sources of revenue.	0	0
The lamp did not turn on because the switch was not in the on position.	0	0
He pretended not to hear me.	1	0
The poet was inspired by the city's natural beauty.	0	0
The people who were obese watched more TV.	1	0
The company is introducing a new product line in order to expand its customer base.	0	0
I couldn't find my glasses.	0	1
He didn't realize that his sweater was on backwards until he got to work.	0	0
The law is necessary to protect people from hate speech.	0	0
The study found that the health outcomes of the two groups were the same.	0	0
The fact that he was able to do it without any training is a testament to his determination.	0	0
Some have criticized her work for its lack of depth.	1	0
A lot of people do not go to the movies on weekends.	0	0
We haven't finished the cake yet.	0	1
The plant had never produced a new type of flower.	0	0
The car did not take off.	0	0
We are looking for a new place to live.	0	0
They wanted to make a statement about the way that the world is not.	0	0
There are an infinite number of galaxies in the universe.	0	0
The company's assets will be distributed to the creditors and the proceeds will be liquidated.	0	0
The new regulations would make it more difficult for the state to regulate small food companies.	0	0
The fire quickly spread to the east wing of the building.	0	1
I am five years old.	0	0
The novel has been translated into more than fifty languages.	0	0
The student has a knife.	0	0
The company is in financial trouble.	0	0
I handed the cashier the money.	0	0
They are all at least a hundred years old.	0	0
You can find books, magazines, and articles at the library.	0	0
Her methods may be admirable.	1	0
I am going to try a little bit of every country's food on this trip.	0	0
Many birds are attracted to the island because of the abundance of trees.	0	0
I need to take a nap.	0	0
The best time to exercise is in the morning.	0	0
The poet had not been trying to forget about her first love.	0	0
Self-esteem is related to social media use.	1	0
A person's place of birth should not determine their future.	0	0
A large number of people are not employed in the tourism industry.	0	1
I'm not entirely sure that's accurate.	1	0
The board needs to provide more instructions.	0	0
I try to be respectful of other people's beliefs.	0	0
The most important factor in the development of the American economy was the rise of the industry.	0	0
If you don't have the correct tools, it's difficult to fix the leaky faucet.	0	0
Only Arya can stand to eat her own cooking seven days a week.	1	1
The world is a dangerous place.	1	0
I can't believe she would behave in such a way.	1	0
I still can't believe it happened.	1	1
My chess skills have improved.	0	0
Some change is necessary.	1	0
Only Susan likes her painting.	0	1
I will not pass English.	1	0
The report provides detailed evidence of the lack of progress made in the last year.	0	0
The ax was not used to injure the farmer.	0	0
The old shopping mall is being demolished.	0	0
The economy is in a very bad state.	0	0
I think that's a bad idea.	1	0
The present is important, but the future is more important.	1	0
The conference will be held in Detroit on October 13.	0	1
The Pharaonic Village in Cairo is the only place where one can buy authentic papyrus.	0	0
They were looking for a way to get rid of the mice.	0	0
People cannot change.	1	0
They may be moving to a new house next month.	0	1
I don't know how many people attend the music school.	0	0
Sam gave a talk.	0	0
There was a car coming.	0	0
I counted the money.	1	0
I cannot put up with this any longer.	0	0
The goals of the organization are no longer relevant.	0	0
The athlete's goal is to beat their personal best.	0	1
I've never been a morning person.	0	0
The company was very unpopular by the end of the 20th century.	0	0
I don't understand.	0	0
The teacher wrote different quotes in the different students' yearbooks.	0	0
If you leave a baby alone in the forest, the fairies will take it.	0	0
I can't believe I won the raffle!	0	0
The actor's real name is a pseudonym.	0	0
All men are not created equal.	1	0
She is convincing.	1	0
The museum is closed from 5pm to 9am.	0	0
No arrests have been made in the string of robberies.	0	0
The president’s primary goal is to improve the country.	0	0
She went to therapy during her 7 year break.	1	0
LaBeouf had tried to bum a smoke from a police officer.	0	1
I believed her.	1	0
The lawyer left.	1	0
We use our hands to eat.	0	0
I am getting a new house.	0	0
The author was a very private person who didn't like to talk about his personal life.	0	0
It's going to be easy.	0	0
He must have gotten the job because he's qualified.	0	0
He was tired.	0	1
Many people do not believe that extraterrestrial life exists.	0	0
The company's decision to move its operations to India is a good example of the localization of the economy.	0	0
The early years of the war were very successful for the French and British.	0	0
My contact lens case was not where I thought it was.	1	0
I was the best student in my class.	0	0
He follows his dreams.	0	0
The history of the area is best learned at the museum.	0	0
I'm not concerned about it.	1	0
I am not available to meet with you tomorrow.	0	0
The students arrived at the school at 8:00 a.m.	0	0
Some students are not given the opportunity to succeed.	0	0
The government is responsible for the safety of its citizens.	0	0
It's snowing.	0	0
The current system is not working.	1	0
She has a lot of money.	0	0
The most important step is to come up with a topic.	0	0
This section amends the law.	0	0
The president will not be able to veto the bill.	0	0
It is possible to say whether or not the man is alive.	0	0
He was the only one who could save me.	1	0
He follows his dreams.	0	0
I'm not going to apologize.	0	0
It wasn't his fault.	1	0
The bad news is that we have a new, cheap and very effective vaccine to prevent this terrible disease.	0	0
The data from the study showed that the old treatment was not effective.	0	0
He was missing the point.	1	0
The large dog looked at the small child.	0	0
The room was spinning around me.	1	1
A person who has attained success in life has done so by leading and inspiring others.	1	1
You have to read more.	1	0
The aim of the study was to determine the factors that influence students' decisions to study abroad.	0	0
He did not stop taking the medication.	0	0
Healthy eating habits are important.	0	0
Taking advantage of a situation like this is not the right thing to do.	1	0
The data collected in this study will be used to assess the impact of the program on the community.	0	0
Many parents are reluctant to have their children vaccinated.	0	0
I'm looking for a lost charger.	0	0
The rental rates will be increased.	0	0
There have not been interactive exhibits so far.	0	0
She's beautiful.	0	0
Eating high-fat foods is dangerous.	0	0
The main function of the police is to enforce the law.	0	0
I can't believe it ever happened.	1	0
Students who do not take the final exam will not receive credit for the class.	0	0
"The use of the word \""sucks\"" is becoming more and more common."	0	0
The teacher told the students that they could pass the class if they worked hard.	0	1
The girl did not have a fear of cats.	0	0
The animal was not hungry.	0	0
The old software was lacking in features.	0	0
They have to leave early in order to make it on time.	0	1
I'm not sure if I want to live in this city for the rest of my life.	1	0
The Taiwanese leopard is spotted for the first time in a half century.	0	1
It is not possible to determine the precise moment when day breaks.	1	0
Few presidents have been as popular as he is.	1	0
Six doctors are suing the hospital.	0	0
A great deal of the population is not living in poverty.	0	0
I am going on a vacation.	0	0
His students received different books on Derrida.	1	0
The company's stock prices rose sharply today.	0	0
It is important for us to be able to work together.	0	0
He wants to be able to support himself and his family.	0	0
People who are colorblind can see colors, but they are not as vibrant.	1	1
A significant number of people who live in poverty are not children.	0	0
The poet laureate is a position that is given to a poet by the government.	0	0
The cost of living has been rising more rapidly in recent months.	0	0
The flowers are blooming because of the warm weather.	0	0
You're being watched and monitored because you're doing something wrong.	1	0
Change is good.	1	1
Family structure affects child outcomes.	1	0
I woke up feeling cold last night.	0	0
James was so engrossed in his book that he didn't hear his father come in.	0	0
My kids currently go to school.	0	0
The students in the lower-level classes are not being engaged enough.	1	0
I moved away for college and then I started to miss home.	0	0
Geometry is a useful tool for studying the world.	0	0
I really don't like that idea of yours.	1	0
He was angry.	0	0
I am an advisor.	1	0
I realized that I had left my phone at home.	0	1
The novel is violent and has no redeeming social value.	0	0
First I will go to the store, and then I will come home.	0	0
We should always be careful with what we do.	0	0
The law exists.	1	0
I can do this.	1	0
They were the only ones who could really get the job done.	0	0
Communication is essential for ensuring that tasks are completed efficiently.	0	0
Some people thought the proposal was a good idea.	1	0
I have to study for my English test.	0	0
There are other ways to improve the situation.	0	0
I don't know what the consequences will be.	1	0
The sentence is syntactically correct.	0	0
A majority of the participants had a positive reaction to the new treatment.	0	0
My brother is shorter than me.	1	0
They were very tired from the journey.	0	0
He was not happy because he was not rich.	0	0
The maid scratched herself in public.	1	0
The quick brown rabbit jumps over the lazy dog.	0	0
I got into the college of my choice.	0	0
Sometimes people need a push to get them back on their feet.	1	0
He told me yesterday.	1	0
Wisconsin formerly had a lower health care quality ranking.	1	0
Her theory was based on the observation that people tend to help those who are in need.	0	0
My partner is moving to the new job.	0	0
A cell needs a nucleus to be considered alive.	0	0
They can see the forest for the trees.	1	0
It is not noon yet.	0	0
We must act to save the environment.	0	0
We have not taken any immediate action to deal with the problem of global warming.	0	0
Her grandma does not have cancer.	0	0
More and more people will find it difficult to make ends meet.	1	1
The rock band was not famous for their unique sound.	0	0
She was a very advanced child.	1	0
There will be more interesting seminars next quarter.	0	1
I like her work.	0	0
They have failed.	1	0
Some students must complete a writing assignment by the end of the semester.	0	1
People who consume a lot of fast food are more likely to be depressed.	1	0
This is a simple task.	0	0
Sleep deprivation increases the risk of depression.	0	0
The new shopping center is not open.	0	0
There is a change in government policy.	1	0
The city has a fire department.	0	0
It's not right.	1	1
The awareness of the problem will increase.	0	1
The lawyer's client was not guilty.	1	0
He chose the left side of the fork.	0	0
The theory that our universe is the only universe is gaining credence with scientists.	0	0
The temperature may be high enough to trigger a reaction.	1	0
We are curious to see what will happen.	0	0
The instructions were as clear as water.	0	0
Maria wanted to try out for the basketball team, but her parents wouldn't let her.	0	0
Reading ability is linked to employment outcomes.	0	0
The data collected in the study showed that there was a correlation between sleep deprivation and poor health.	0	0
I have a fear of heights, so I won't go skydiving.	0	0
She wants to work with the professor with the largest lab in the department.	0	1
The tennis player won the match when her opponent was forced to retire due to a violation.	0	0
The school will be closed tomorrow due to the power outage.	0	0
Every single one of my friends is an artist.	0	0
The author's purpose in writing this book is to inform the reader about a new way of thinking.	0	0
Her sisters look up to her.	1	0
A new study has found that the majority of Americans think that the government is doing a poor job of handling the nation's healthcare.	0	0
There are particular individuals who Giacomo believes to be counting cards.	0	0
I think she is beautiful.	0	0
The explosion was caused by a natural gas leak.	0	0
I'm in the mood for Italian food.	0	0
The cost of living has increased by 1.3 percent since last year.	0	1
The crime was motivated by greed.	0	0
In the 1990s, many American cities experienced an increase in the number of crimes committed.	0	0
It was snowing, so they went inside.	0	0
All children have the opportunity to reach their full potential.	1	0
The company has not found a new CEO.	0	0
Desegregation was becoming disbanded in Charlotte thanks to the magnet schools.	0	1
We will need to increase our investment in research and development.	0	0
It is 3:00 p.m.	0	0
My sister married one of her friends.	1	1
If you want to improve your English, you should practice listening to it.	0	0
The teacher asked the students to list the countries in Asia.	0	0
The butler did not do it.	0	0
I've only been working here for a few months.	0	0
The Department of Education is responsible for Title IX.	0	1
If you do not take the time to proofread your work, you will not catch most of your errors.	0	0
The novel is always appropriate for school.	1	1
The impact of the family on the development of human capital is significant.	1	0
I cannot help you.	0	0
The athlete has been training for the Olympics for four years.	0	0
The company is going bankrupt.	0	0
The disease was incurable.	0	0
He was lying, and I knew it.	1	0
The use of commercial and private aircraft by government officials is a serious problem.	1	0
The old procedure was inefficient and costly.	0	1
We will be able to see things more clearly now.	1	0
The average person reads slower from a screen than from paper.	1	0
The storm surge from the hurricane was so destructive that it was hard to believe that any lives could have been saved.	0	0
Our government would rather build walls than bridges.	1	0
A zero-tolerance policy is the best way to prevent bullying.	1	0
The government is not liable if the program is voluntary.	1	0
Noah wonders which picture of himself Carlos likes best.	1	1
The way I've treated you is wrong and I should apologize.	1	0
He ate on the couch.	1	0
They could have afforded it if they had wanted to.	1	1
The flowers were wilting in the garden.	0	0
We should spend more money on advertising.	0	0
I can't stand living without him.	0	0
The company's financial situation has improved greatly.	0	0
The novel has been banned in many schools because of its mature themes and content.	0	0
The company has not announced when the new product will be released.	0	0
A great deal of the evidence has not been gathered.	0	1
I miss her.	1	0
The city is rich in history.	0	0
A large number of countries have not yet ratified the treaty.	0	0
They each built a cabin.	0	0
I am writing to apply for the job of web designer.	0	0
I didn't go to the gym because I was lazy.	0	0
It's not small, it's a big deal.	1	0
He is a self-made man.	1	0
Two cars passed by.	0	0
The recent increase in violence is a result of the increase in poverty.	1	0
I could see the sunlight shining on the water, and the waves were breaking against the shore.	0	0
We need to invest in oil companies.	0	0
My parents raised me in a very strict household.	0	0
The company's decision to move to a new country was motivated by the desire to find a more efficient workforce.	0	0
I have been living in this house for half a year.	0	0
I'm not so sure that the answer is no.	1	1
The sun was setting behind the trees.	0	0
A large number of people have not died from the disease.	0	0
I'm going to the library.	0	0
The Fleas did not move in.	0	0
There is something about this novel that I don't like.	0	0
Your behavior was unacceptable.	0	0
The boy had trouble hearing out of his right ear.	0	0
I wonder if the store is closed.	0	0
In some cases, people will use a different language in a social setting than they will in a professional setting.	1	0
I knew what I was supposed to do.	1	1
What he's saying is true because all the evidence suggests it.	0	0
The authors used a variety of methods to collect data, including surveys, interviews, and focus groups.	0	0
The meeting will be cancelled.	0	0
I'll be in the country.	0	1
The artist was not a member of the royal court of the last king of the Joseon Dynasty.	0	0
Climate change is a more complex problem than we thought.	1	0
The child was reluctant to go to school.	0	0
It is hard to fathom why anyone would not make such a decision.	1	0
The storm was barely noticeable.	0	0
The storm is expected to cause heavy damage to buildings.	0	0
They were, as a matter of fact, quite content to be political leaders.	0	0
Dinner with Alisa alone would be worth it.	0	0
Our goal is achievable.	0	0
Online learning is a type of traditional learning.	0	0
The conference will be postponed if the situation does not improve.	0	0
I brought my umbrella just in case.	0	0
The athlete was banned from the sport.	0	0
A politician's primary concern is often their constituents.	0	0
We accept some major credit cards.	0	1
I'm not going to the party because I'm not invited.	0	0
He's not very wealthy.	0	0
The customer gave the cashier the money.	0	0
He was afraid.	1	0
I'm afraid of heights.	0	0
We were both a little taken aback when we saw the size of the tip.	0	0
I was angry with her.	1	0
The company's sales increased by 10% last year.	0	1
There is a loudspeaker in the room.	0	0
It's not possible to immerse yourself in a culture.	1	0
The sun was shining.	0	0
If John had been at home, I could have given him the message.	1	0
Sam kissed John's wife.	1	0
Data integrity is essential.	0	0
The athlete had lost a lot of fluids during the race.	0	0
I don't need anything else for Christmas, just a new pair of shoes.	0	0
A short story is a fiction book that is shorter than a novel.	0	0
Summer is a good season to visit Norway.	0	0
People should be aware of the dangers of not properly securing their load.	0	1
There are many popular students in school.	0	0
The key to success is a good education.	0	0
The decline in the number of family farms has led to a decline in the quality of life in rural communities.	0	0
Her behavior was completely inexcusable.	0	0
The exhibit is interactive.	0	1
She has a voice that is both powerful and demonic.	1	0
Some form of color blindness may affect as many as 20% of the population.	0	0
The diet can help to reduce the risk of heart disease.	0	0
He was taller than most children his age.	0	0
