text	is_ambiguous	ambig_status
"('Whale meat again.', ""We'll come together again."")"	0	0
"('Whale food again.', ""We'll meet again."")"	0	0
"('Whale meat again.', ""We'll encounter again."")"	1	0
('', '')	0	0
"('Whale feet again.', ""We'll meet again."")"	1	0
"('Whale meat again.', ""We'll greet again."")"	0	0
"('Stale meat again.', ""We'll meet again."")"	0	0
('Whale meat again.', 'Wheel meet again.')	1	1
('', '')	0	0
"('Whale windows again.', ""We'll meet again."")"	1	0
"('Whale meat again.', ""We'll talk again."")"	0	0
"('Castle meat again.', ""We'll meet again."")"	1	0
('Whale meat again.', 'Wheel meet soon.')	1	1
('', '')	0	0
('I saw a bear in the forest.', 'Eye sore a bare inn the for rest.')	0	1
('', '')	0	0
('I saw a bear in the woods.', 'Eye sore a bare inn the for rest.')	1	0
('I saw a bear in the forest.', 'Eye sore a bare hotel the for rest.')	1	0
('I observed a bear in the forest.', 'Eye sore a bare inn the for rest.')	1	0
('I observed a bear in the forest.', 'Eye sore a naked inn the for rest.')	1	0
('', '')	0	0
('I saw a pear in the forest.', 'Eye sore a bare inn the for rest.')	0	0
('I saw a bear in the forest.', 'Eye sore a care inn the for rest.')	0	0
('I saw a bear in the florist.', 'Eye sore a bare inn the for rest.')	1	0
('I saw a bear in the forest.', 'Eye sore a bare win the for rest.')	1	0
('', '')	0	0
('I saw a bear in the windows.', 'Eye sore a bare inn the for rest.')	1	0
('I saw a bear in the forest.', 'Eye sore a bare inn the for people.')	1	0
('I saw a castle in the forest.', 'Eye sore a bare inn the for rest.')	1	0
('I saw a bear in the forest.', 'Eye wheel a bare inn the for rest.')	1	0
('', '')	0	0
('He took a nice cold shower after his date.', 'He took an ice cold shower after his date.')	0	1
('', '')	0	0
('He took a nice cold shower after his rendezvous.', 'He took an ice cold shower after his date.')	1	0
('He took a nice cold shower after his date.', 'He took an ice chilly shower after his date.')	0	0
('He took a enjoyable cold shower after his date.', 'He took an ice cold shower after his date.')	0	0
('He took a nice cold shower after his date.', 'He took an ice cold shower following his date.')	0	0
('', '')	1	0
('He took a nice cold flower after his date.', 'He took an ice cold shower after his date.')	1	0
('He took a nice cold shower after his date.', 'He shook an ice cold shower after his date.')	0	0
('He took a nice cold shower after his date.', 'He took an ice cold shower after his fate.')	1	0
('He took a precise cold shower after his date.', 'He took an ice cold shower after his date.')	0	0
('', '')	0	0
('He took a nice cold shot after his date.', 'He took an ice cold shower after his date.')	1	0
('He took a nice cold shower after his date.', 'He took an ice cold shower after his dinner.')	0	0
('He liked a nice cold shower after his date.', 'He took an ice cold shower after his date.')	0	0
('He took a nice cold shower after his date.', 'He took an ice shaped shower after his date.')	0	0
('', '')	0	0
('The stuffy nose is annoying.', 'The stuff he knows is annoying.')	1	1
('', '')	0	0
('The stuffy nose is irritating.', 'The stuff he knows is annoying.')	0	0
('The stuffy nose is annoying.', 'The things he knows is annoying.')	1	0
('The blocked nose is annoying.', 'The stuff he knows is annoying.')	0	0
('The stuffy nose is annoying.', 'The stuff he understands is annoying.')	0	0
('', '')	0	0
('The fluffy nose is annoying.', 'The stuff he knows is annoying.')	0	0
('The stuffy nose is annoying.', 'The stuff he grows is annoying.')	1	0
('The stuffy dose is annoying.', 'The stuff he knows is annoying.')	0	0
('The stuffy nose is annoying.', 'The stuff he knows is employing.')	0	0
('', '')	0	0
('The stuffy castle is annoying.', 'The stuff he knows is annoying.')	0	0
('The stuffy nose is annoying.', 'The stuff he likes is annoying.')	0	0
('The stuffy nose is great.', 'The stuff he knows is annoying.')	1	0
('The stuffy nose is annoying.', 'The poems he knows is annoying.')	0	0
('', '')	0	0
"(""He couldn't wait to leave the mall."", ""He couldn't wait to leave them all."")"	0	1
('', '')	0	0
"(""He couldn't wait to leave the shopping center."", ""He couldn't wait to leave them all."")"	1	0
"(""He couldn't wait to leave the mall."", ""He couldn't wait to abandon them all."")"	0	0
"(""He couldn't wait to exit the mall."", ""He couldn't wait to leave them all."")"	0	0
"(""He couldn't wait to leave the mall."", ""He couldn't wait to quit them all."")"	1	0
('', '')	0	0
"(""He couldn't debate to leave the mall."", ""He couldn't wait to leave them all."")"	1	0
"(""He couldn't wait to leave the mall."", ""He couldn't wait to grieve them all."")"	0	0
"(""He couldn't hate to leave the mall."", ""He couldn't wait to leave them all."")"	1	0
"(""He couldn't wait to leave the mall."", ""He couldn't wait to leave them fall."")"	0	0
('', '')	0	0
"(""He couldn't wait to leave the flowers."", ""He couldn't wait to leave them all."")"	1	0
"(""He couldn't wait to leave the mall."", ""He couldn't wait to greet them all."")"	0	0
"(""He couldn't stop to leave the mall."", ""He couldn't wait to leave them all."")"	0	0
"(""He couldn't wait to leave the mall."", ""He couldn't wait to leave them here."")"	0	0
('', '')	0	0
('I made her duck.', 'I’m eight or duck.')	1	1
('', '')	0	0
('I made her crouch.', 'I’m eight or duck.')	1	0
"('I made her duck.', ""I'm eight or duckling."")"	0	0
('I prepared her duck.', 'I’m eight or duck.')	1	0
('I made her duck.', 'I’m eight or swan.')	1	0
('', '')	0	0
('I made her tuck.', 'I’m eight or duck.')	1	0
('I made her duck.', 'I’m state or duck.')	1	0
('I paid her duck.', 'I’m eight or duck.')	0	0
('I made her duck.', 'Time eight or duck.')	1	0
('', '')	0	0
('I made her laugh.', 'I’m eight or duck.')	0	0
('I made her duck.', 'I’m wolf or duck.')	1	0
('I freed her duck.', 'I’m eight or duck.')	1	0
('I made her duck.', 'I’m eight and duck.')	1	0
('', '')	0	0
('The good can decay many ways.', 'The good candy came anyways.')	0	1
('', '')	0	0
('The good can rot many ways.', 'The good candy came anyways.')	1	0
('The good can decay many ways.', 'The good sweets came anyways.')	0	0
('The good can decay multiple ways.', 'The good candy came anyways.')	0	0
('The good can decay many ways.', 'The good candy came nonetheless.')	0	0
('', '')	0	0
('The good can display many ways.', 'The good candy came anyways.')	0	0
('The good can decay many ways.', 'The good grandy came anyways.')	0	0
('The wood can decay many ways.', 'The good candy came anyways.')	1	0
('The good can decay many ways.', 'The good candy claim anyways.')	1	0
('', '')	0	0
('The house can decay many ways.', 'The good candy came anyways.')	1	0
('The good can decay many ways.', 'The good candy tasted anyways.')	0	0
('The planet can decay many ways.', 'The good candy came anyways.')	0	0
('The good can decay many ways.', 'The good rain came anyways.')	0	0
('', '')	0	0
"(""She can't bear to lose the race."", ""She can't bear to lose their ace."")"	0	1
('', '')	0	0
"(""She can't stand to lose the race."", ""She can't bear to lose their ace."")"	1	0
"(""She can't bear to lose the race."", ""She can't bear to lose their expert."")"	0	0
"(""She can't endure to lose the race."", ""She can't bear to lose their ace."")"	0	0
"(""She can't bear to lose the race."", ""She can't bear to lose their winner."")"	0	0
('', '')	1	0
"(""She can't dare to lose the race."", ""She can't bear to lose their ace."")"	1	0
"(""She can't bear to lose the race."", ""She can't bear to choose their ace."")"	0	0
"(""She can't bear to lose the case."", ""She can't bear to lose their ace."")"	0	0
"(""She can't bear to lose the race."", ""He can't bear to lose their age."")"	0	0
('', '')	0	0
"(""She can't bear to lose the castle."", ""She can't bear to lose their ace."")"	1	0
"(""She can't bear to lose the race."", ""She can't bear to pick their ace."")"	0	0
"(""She can't bear to lose the rainbow."", ""She can't bear to lose their ace."")"	0	0
"(""She can't bear to lose the race."", ""She can't bear to lose their keys."")"	0	0
('', '')	0	0
"(""He's a man of many talents."", ""He's a man of mini talents."")"	0	1
('', '')	0	0
"(""He's a man of many aptitudes."", ""He's a man of mini talents."")"	0	0
"(""He's a man of many talents."", ""He's a man of tiny talents."")"	0	0
"(""He's a male of many talents."", ""He's a man of mini talents."")"	1	0
"(""He's a man of many talents."", ""He's a man of few talents."")"	0	0
('', '')	0	0
"(""He's a man of penny talents."", ""He's a man of mini talents."")"	0	0
"(""He's a man of many talents."", ""He's a man of skinny talents."")"	0	0
"(""He's a man of many gallants."", ""He's a man of mini talents."")"	0	0
"(""He's a man of many talents."", ""She's a man of mini talents."")"	0	0
('', '')	0	0
"(""He's a man of many laughs."", ""He's a man of mini talents."")"	0	0
"(""He's a man of many talents."", ""He's a master of mini talents."")"	0	0
"(""He's a man of hidden talents."", ""He's a man of mini talents."")"	0	0
"(""He's a man of many talents."", ""He's a man of mini efforts."")"	0	0
('', '')	0	0
('I hurt myself with the four candles.', 'I hurt myself with the fork handles.')	0	1
('', '')	0	0
('I injured myself with the four candles.', 'I hurt myself with the fork handles.')	0	0
('I hurt myself with the four candles.', 'I hurt myself with the fork grips.')	0	0
('I hurt myself with the four lanterns.', 'I hurt myself with the fork handles.')	0	0
('I hurt myself with the four candles.', 'I injured myself with the spoon handles.')	0	0
('', '')	0	0
('I avert myself with the four candles.', 'I hurt myself with the fork handles.')	1	0
('I hurt myself with the four candles.', 'I hurt myself with the dork handles.')	0	0
('I hurt myself with the score candles.', 'I hurt myself with the fork handles.')	1	0
('I hurt myself with the four candles.', 'I hurt myself with the fork scandals.')	0	0
('', '')	0	0
('I hurt myself with the four mugs.', 'I hurt myself with the fork handles.')	0	0
('I hurt myself with the four candles.', 'I hurt her with the fork handles.')	0	0
('I hurt myself with the tiny candles.', 'I hurt myself with the fork handles.')	0	0
('I hurt myself with the four candles.', 'I challenged myself with the fork handles.')	0	0
('', '')	0	0
('I ordered pepperoni pizza.', 'I ordered pepper only pizza.')	0	1
('', '')	0	0
('I ordered salami pizza.', 'I ordered a pepper only pizza.')	0	0
('I ordered pepperoni pizza.', 'I ordered a pepper only flatbread.')	0	0
('I requested pepperoni pizza.', 'I ordered a pepper only pizza.')	0	0
('I ordered pepperoni pizza.', 'I ordered a salt only pizza.')	0	0
('', '')	0	0
('I ordered testimony pizza.', 'I ordered a pepper only pizza.')	1	0
('I ordered pepperoni pizza.', 'I ordered a pepper lonely pizza.')	1	0
('I bordered pepperoni pizza.', 'I ordered a pepper only pizza.')	1	0
('I ordered pepperoni pizza.', 'I ordered pepper only pinsa.')	1	0
('', '')	0	0
('I ordered sweet pizza.', 'I ordered a pepper only pizza.')	0	0
('I ordered pepperoni pizza.', 'I love a pepper only pizza.')	1	0
('I ordered pepperoni sandwich.', 'I ordered a pepper only pizza.')	1	0
('I ordered pepperoni pizza.', 'I ordered a mushroom only pizza.')	0	0
('', '')	0	0
"('They wanted to explore the ancient ruins.', ""They wanted to explore the agent's ruins."")"	0	1
('', '')	1	0
"('They wanted to investigate the ancient ruins.', ""They wanted to explore the agent's ruins."")"	0	0
"('They wanted to explore the ancient ruins.', ""They desired to explore the agent's ruins."")"	0	0
"('They wanted to explore the old ruins.', ""They wanted to explore the agent's ruins."")"	0	0
"('They wanted to explore the ancient ruins.', ""They wanted to explore the agent's relics."")"	0	0
('', '')	0	0
"('They wanted to adore the ancient ruins.', ""They wanted to explore the agent's ruins."")"	0	0
"('They wanted to explore the ancient ruins.', ""They wanted to explore the agent's confluens."")"	0	0
"('They taunted to explore the ancient ruins.', ""They wanted to explore the agent's ruins."")"	0	0
"('They wanted to explore the ancient ruins.', ""They wanted to store the agent's ruins."")"	0	0
('', '')	0	0
"('They claimed to explore the ancient ruins.', ""They wanted to explore the agent's ruins."")"	0	0
"('They wanted to explore the ancient ruins.', ""They wanted to find the agent's ruins."")"	0	0
"('They wanted to explore the ancient windows.', ""They wanted to explore the agent's ruins."")"	0	0
('They wanted to explore the ancient ruins.', 'They wanted to explore the beautiful ruins.')	0	0
('', '')	0	0
('I love you', 'Aisle of view')	1	1
('', '')	0	0
('I adore you', 'Aisle of view')	1	0
('I love you', 'Passage of view')	1	0
('I like you', 'Aisle of view')	1	0
('I love you', 'Aisle of glimpse')	1	0
('', '')	0	0
('I glove you', 'Aisle of view')	1	0
('I love you', 'Aisle of few')	1	1
('I love cue', 'Aisle of view')	1	0
('I love you', 'Style of view')	1	0
('', '')	0	0
('I saw you', 'Aisle of view')	1	0
('I love you', 'Aisle of food')	0	0
('I love peanuts', 'Aisle of view')	1	0
('I love you', 'Field of view')	0	0
('', '')	0	0
('Caesar salad', 'Seize her salad')	1	1
('', '')	0	0
('Caesar greens', 'Seize her salad')	1	0
('Caesar salad', 'Grab her salad')	1	0
('Caesar slaw', 'Seize her salad')	1	0
('Caesar salad', 'Take her salad')	0	0
('', '')	0	0
('Freezer salad', 'Seize her salad')	1	0
('Caesar salad', 'Squeeze her salad')	1	0
('Caesar valid', 'Seize her salad')	1	0
('Caesar salad', 'Seize stir salad')	1	0
('', '')	0	0
('Delicious salad', 'Seize her salad')	1	0
('Caesar salad', 'Eat her salad')	1	0
('Nutritious salad', 'Seize her salad')	1	0
('Caesar salad', 'Seize her attention')	1	0
